,F_value,pvalue,value_counts,name
ncam_c,19.746218914919943,1.7017568412595766e-05,"[(4.433078933246229e-15, 93), (0.38721286345217126, 2), (0.37878570051632376, 2), (0.3863955237488677, 2), (0.37878570051632343, 1), (1.9998585251743808e-13, 1), (0.9643368676963705, 1), (0.8323526551228871, 1), (4.660416314438343e-15, 1), (0.0, 1), (0.4884286176519234, 1), (0.8831808027157048, 1), (0.3779683608130201, 1), (0.378785700516324, 1), (0.4884286176510931, 1), (0.9193989231814265, 1), (4.745667832385386e-15, 1), (0.6195833785908539, 1), (0.6174111058321701, 1), (0.3872128634521706, 1), (0.8422886552551283, 1), (3.4100607178817143e-15, 1), (0.48943023846544303, 1), (0.5498208482064826, 1), (4.205741552054115e-15, 1), (0.6174111058321682, 1), (0.48842861765192186, 1), (0.3863955237488686, 1), (0.48842861765192064, 1), (0.9808193726704764, 1), (0.9808193726687598, 1), (0.7584691585950941, 1), (2.9553859554974857e-15, 1), (0.37837703066467243, 1), (0.488428617652865, 1), (0.48842861765192314, 1), (0.48943023846544437, 1), (1.0, 1), (0.37878570051632493, 1), (0.48943023846544415, 1), (0.9808193726694685, 1), (0.4894302384654049, 1), (0.4894302384654441, 1), (0.8428795744518947, 1), (0.37796836081302054, 1), (0.45544188983388706, 1), (0.4884286176519247, 1), (0.38721286345216904, 1), (0.8422886552550549, 1), (0.3783770306646758, 1), (0.3779683608130204, 1), (0.5394545899251377, 1), (0.37837703066467204, 1), (0.48842861765192275, 1), (5.001422386226515e-15, 1), (0.7584691585950872, 1), (0.37878570051632404, 1), (0.8054872582410635, 1)]",Nicotinamide
h2o2_c,10.773446551537951,0.0012792217294164117,"[(0.49921840881111135, 7), (0.64649788292422, 5), (0.49921840881111146, 5), (0.6464978829242193, 4), (0.4992184088111121, 3), (0.49451453320270156, 3), (0.9999999999999304, 3), (0.4945145332027008, 3), (0.4945145332027002, 2), (0.6464978829242215, 2), (0.8676903353569198, 2), (0.4945145332027019, 2), (0.49686647100690706, 2), (0.9999999999999328, 2), (0.8004486863369008, 2), (0.4992184088111111, 2), (0.9063466337219769, 1), (0.4749688060928071, 1), (0.470264930484401, 1), (0.9615515530750339, 1), (0.8706887110453824, 1), (0.8290400471125844, 1), (0.823259439720542, 1), (0.8676903353569466, 1), (0.8706887110453735, 1), (0.8030213847507478, 1), (0.8706887110453726, 1), (0.6827793903036102, 1), (0.4992184088111118, 1), (0.49921840881111634, 1), (0.49921840881111623, 1), (0.5973749713014701, 1), (0.6464978829242244, 1), (0.9063466337219822, 1), (0.02295088097712905, 1), (0.9007782273631365, 1), (0.49921840881111224, 1), (0.2753440177622781, 1), (0.6464978829242173, 1), (0.4749688060928059, 1), (0.8004486863369079, 1), (0.8004486863369699, 1), (0.8706887110453655, 1), (0.800448686336905, 1), (0.499218408811113, 1), (0.8706887110454059, 1), (0.9063466337219778, 1), (0.5973749713014559, 1), (0.0, 1), (0.470264930484402, 1), (0.49216234768204314, 1), (0.6464978829242246, 1), (0.8004486863369021, 1), (0.2753440177622778, 1), (0.6464978829242188, 1), (0.47026493048440354, 1), (0.4992184088111108, 1), (0.870688711045373, 1), (0.8676903353569115, 1), (0.8232594397245291, 1), (0.4945145332027021, 1), (0.8232594397205443, 1), (0.49451453320270256, 1), (0.20021854215286816, 1), (0.999999999999937, 1), (0.5973749713014546, 1), (0.8676903353569175, 1), (1.5160095401256513e-13, 1), (0.4749688060928078, 1), (0.9999999999999168, 1), (0.6464978829242217, 1), (0.8706887110453575, 1), (0.5973749713014594, 1), (0.7714564625631125, 1), (0.9063466337219818, 1), (0.5973749713014399, 1), (0.6464978829242186, 1), (0.646497882924223, 1), (0.9999999999999999, 1), (0.9999999999999291, 1), (0.5973749713014583, 1), (0.8232594397190521, 1), (0.6464978829242106, 1), (0.8004486863368977, 1), (0.5973749713014532, 1), (0.8676903353569326, 1), (0.5973749713014568, 1), (0.8676903353569255, 1), (0.6247949427560354, 1), (0.5973749713014577, 1), (0.5646368618113927, 1), (0.8676903353590589, 1), (0.49527661174181714, 1), (0.4702649304843982, 1), (0.6464978829242164, 1), (0.867690335356922, 1), (0.4749688060928072, 1), (0.49921840881110247, 1), (0.597374971301779, 1), (0.9022419446459827, 1), (0.8676903353569246, 1), (0.8004486863368997, 1), (0.5973749713014586, 1), (0.6247949427559661, 1), (0.036885264547188434, 1), (0.6464978829242652, 1), (0.867690335356926, 1), (0.20021854215287327, 1), (0.49686647100690695, 1), (0.6464978829242195, 1), (0.6464978829242213, 1), (0.9999999999999408, 1), (0.499218408811111, 1), (0.8004486863369001, 1), (0.47026493048439766, 1), (0.4749688060928069, 1), (0.4992184088113637, 1), (0.9063466337235128, 1), (0.4992184088111099, 1), (0.8706887110453548, 1)]",Hydrogen-peroxide
iacgam3p_c,10.136004476387429,0.0017660729830406277,"[(0.9983608959628844, 33), (0.9979336046440302, 21), (0.9983600675591507, 19), (0.9998178149874897, 7), (0.9987029820512032, 5), (0.9999544537468724, 4), (0.9995209341841886, 3), (0.9979470618793201, 3), (0.9987262264654492, 2), (0.9996674778656899, 2), (0.9993644982036485, 2), (0.9986529980344121, 2), (0.9998178149874893, 2), (0.9996328328766296, 2), (0.998360067559151, 1), (0.9998124418057474, 1), (0.9993983938701843, 1), (0.999973636194094, 1), (0.03490065939553799, 1), (1.0, 1), (0.5953748457616734, 1), (0.5953748457618193, 1), (0.5932564543987, 1), (0.998507586538091, 1), (0.5952487929091147, 1), (0.5677120339002666, 1), (0.9996328328766306, 1), (0.9999736361940934, 1), (0.9987456805962179, 1), (0.5953748457616763, 1), (0.5931959482811313, 1), (0.9996674778656887, 1), (0.5953739403970233, 1), (0.5932564543986967, 1), (0.9998178149874961, 1), (0.5475004966449439, 1), (0.05044054315095825, 1), (0.9983600675591505, 1), (0.5932564543964445, 1), (0.9999736361940941, 1), (0.5540707420442896, 1), (0.9995000808697917, 1), (0.9995209341841884, 1), (0.5932564543986978, 1), (0.9996674778656898, 1), (0.5772113900850131, 1), (0.5791086631606164, 1), (0.06742570079042454, 1), (0.8895689725517575, 1), (0.5953748457616732, 1), (0.9987029820512047, 1), (0.9995296087496891, 1), (0.9996701324407766, 1), (0.0863693542228261, 1), (0.9993644982036483, 1), (0.5621633164965222, 1), (0.5810960064934108, 1), (0.5953748457616737, 1), (0.9983608959628852, 1), (0.0, 1)]",1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate
igam_c,10.135419723663423,0.0017665976783162675,"[(0.9984047722531977, 33), (0.9984039438426324, 19), (0.997965676885438, 8), (0.9979452382856414, 6), (0.9987350606374795, 5), (0.9998178134850543, 5), (0.99793358760297, 4), (0.9999544533712637, 4), (0.9995291769904384, 3), (0.997941834359959, 3), (0.9998178134850542, 3), (0.9979791342317065, 3), (0.9999736359766782, 2), (0.9987278896516186, 2), (0.9996757218804498, 2), (0.9993761436454911, 2), (0.9986850762084823, 2), (0.9996410766056807, 2), (0.9984039438426326, 1), (0.9998124402590006, 1), (0.9994100395915563, 1), (0.03490435113847712, 1), (1.0000000000000002, 1), (0.595403598198823, 1), (0.5954035981989687, 1), (0.5932851893659907, 1), (0.9985453173633136, 1), (0.5952775443067368, 1), (0.567740558208929, 1), (0.9996410766056817, 1), (0.9999736359766775, 1), (0.9987554901947774, 1), (0.5954035981988258, 1), (0.5932246827494427, 1), (0.9996757218804485, 1), (0.5954026928267064, 1), (0.5932851893659873, 1), (0.9998178134850604, 1), (0.5475288542739702, 1), (0.05044436304754263, 1), (0.9984039438426322, 1), (0.5932851893637352, 1), (0.5540991538565332, 1), (0.9995117274297516, 1), (0.9995291769904382, 1), (0.5932851893659883, 1), (0.999817813485054, 1), (0.9996757218804497, 1), (0.5772399927325575, 1), (0.5791372814545107, 1), (0.06742966075947632, 1), (0.8896119516615162, 1), (0.5954035981988226, 1), (0.9987350606374809, 1), (0.9995378516274759, 1), (0.9996783764774282, 1), (0.08637347041558419, 1), (0.999376143645491, 1), (0.5621917950462605, 1), (0.5811246411764428, 1), (0.5954035981988232, 1), (0.9984047722531986, 1), (0.0, 1)]",1D-myo-inositol-2-deoxy-D-glucopyranoside
iacgam_c,10.134409496267423,0.0017675045262891913,"[(0.9984486492671911, 33), (0.9984478208497941, 19), (0.997997749655834, 8), (0.9998178119825939, 7), (0.9979568721191336, 6), (0.9979335705616286, 4), (0.9999544529956486, 4), (0.9987671397528487, 4), (0.999537419932642, 3), (0.9980112071130828, 3), (0.9979500642116258, 2), (0.9987962880317555, 2), (0.9996839660311835, 2), (0.9993877892794094, 2), (0.9996493204707009, 2), (0.9984478208497943, 1), (0.9998124387122282, 1), (0.9994216855050084, 1), (0.9999736357592587, 1), (0.03490804294230643, 1), (1.0000000000000002, 1), (0.5954323511102049, 1), (0.5954323511103505, 1), (0.9987671397528486, 1), (0.5933139248072257, 1), (0.9979500642116257, 1), (0.9985830488108552, 1), (0.5953062961785744, 1), (0.5677690829880612, 1), (0.9996493204707019, 1), (0.999973635759258, 1), (0.9988139197909841, 1), (0.5954323511102078, 1), (0.5932534176916902, 1), (0.9996839660311821, 1), (0.9987171549116386, 1), (0.595431445730622, 1), (0.5933139248072222, 1), (0.9998178119826, 1), (0.5475572123707172, 1), (0.0504481830071305, 1), (0.9984478208497939, 1), (0.5933139248049701, 1), (0.9998178119825938, 1), (0.9987171549116387, 1), (0.9999736357592588, 1), (0.5541275661373908, 1), (0.9995233741818056, 1), (0.9995374199326418, 1), (0.5933139248072234, 1), (0.9998178119825937, 1), (0.9996839660311834, 1), (0.5772685958518637, 1), (0.579165900220425, 1), (0.06743362079384208, 1), (0.889654931480157, 1), (0.5954323511102044, 1), (0.99876713975285, 1), (0.9995460946412177, 1), (0.9996866206500539, 1), (0.08637758667623285, 1), (0.9993877892794093, 1), (0.5622202740657141, 1), (0.5811532763317648, 1), (0.5954323511102051, 1), (0.998448649267192, 1), (0.0, 1)]",1D-myo-inositol-2-Acetamido-2-deoxy-D-glucopyranoside
mssg_c,10.109946929697943,0.001789610132530827,"[(0.9967478313413106, 27), (0.9976178240589876, 16), (0.9987851048140092, 7), (0.9966374852911123, 5), (0.9964180316960812, 4), (0.9981314121208181, 4), (0.9967484518844107, 3), (0.9966725811828467, 3), (0.9983732745482994, 2), (0.9999210052915761, 2), (0.9964180316960813, 2), (0.9974999464506217, 2), (0.9995184412068449, 2), (0.996431472476492, 2), (0.9981017251126041, 2), (0.9971365454458015, 2), (0.9998635283161148, 2), (0.9967402896238402, 2), (0.9994146333264912, 2), (0.9976178240589879, 1), (0.9977463835947479, 1), (0.9976621628055836, 1), (0.9987690049790099, 1), (0.9982032877740944, 1), (0.03586387949933256, 1), (0.9999999999999999, 1), (0.5943515028755293, 1), (0.5943515028756778, 1), (0.998131412120818, 1), (0.5922357017826431, 1), (0.9967133780086562, 1), (0.9978981340440933, 1), (0.5942256041545153, 1), (0.5667708288430662, 1), (0.999414633326494, 1), (0.9999210052915748, 1), (0.9998635283161147, 1), (0.9983732745482995, 1), (0.9982952481477761, 1), (0.5943515028755321, 1), (0.5921752696491309, 1), (0.9995184412068413, 1), (0.5943505986179167, 1), (0.5922357017826396, 1), (0.9987851048140182, 1), (0.5475215919365646, 1), (0.9969031983950163, 1), (0.050453629485967655, 1), (0.9976178240589874, 1), (0.5922357017803976, 1), (0.9987851048140091, 1), (0.5540428476647381, 1), (0.9992293477426076, 1), (0.9983732745482993, 1), (0.997385376773114, 1), (0.5922357017826407, 1), (0.996296250106383, 1), (0.9987851048140082, 1), (0.9995184412068447, 1), (0.5771552004010754, 1), (0.5790501535797161, 1), (0.9966725811828466, 1), (0.06730245896463827, 1), (0.9968924651716834, 1), (0.8889597537249811, 1), (0.594351502875529, 1), (0.9981314121208198, 1), (0.9983971004345777, 1), (0.9995263951944336, 1), (0.08622294898177396, 1), (0.9977174828308668, 1), (0.9973829818992016, 1), (0.998101725112604, 1), (0.9967478313413105, 1), (0.5612513039493203, 1), (0.5810350668818381, 1), (0.5943515028755294, 1), (0.9964887525271136, 1), (0.9967478313413118, 1), (0.0, 1), (0.9997647616976257, 1)]",mycothiol-oxidized--dimer
msh_c,10.108694890928005,0.0017907491362216367,"[(0.9967693824077397, 27), (0.9976401898819539, 16), (0.9987623774896249, 7), (0.996425467946556, 6), (0.9966590379584931, 4), (0.9981474638891054, 4), (0.9966615206799101, 4), (0.9967704166312348, 3), (0.9983587896847538, 2), (0.9999210064376681, 2), (0.5943647724940988, 2), (0.9975322806646026, 2), (0.9995225664364306, 2), (0.9964389085319616, 2), (0.9971439712717448, 2), (0.9998635302961095, 2), (0.996729228138558, 2), (0.9994187600621699, 2), (0.9976401898819542, 1), (0.9977464162912623, 1), (0.9976612859466761, 1), (0.9987462778882095, 1), (0.998192205062955, 1), (0.035878133671436774, 1), (1.0, 1), (0.5943647724942472, 1), (0.9981474638891052, 1), (0.5922490020982383, 1), (0.9966989172276611, 1), (0.997918079985526, 1), (0.5942388755996819, 1), (0.5667844986148749, 1), (0.9994187600621728, 1), (0.9995225664364307, 1), (0.9999210064376669, 1), (0.9998635302961094, 1), (0.9983587896847539, 1), (0.9980906438749831, 1), (0.9983277658667864, 1), (0.5943647724941015, 1), (0.5921885708415036, 1), (0.999522566436427, 1), (0.5943638682496055, 1), (0.5922490020982348, 1), (0.998762377489634, 1), (0.5475441813615823, 1), (0.9968804983742052, 1), (0.05045629716741795, 1), (0.9976401898819537, 1), (0.5922490020959927, 1), (0.9987623774896248, 1), (0.5540653424763464, 1), (0.9992351770095753, 1), (0.9983587896847537, 1), (0.9974014393652288, 1), (0.5922490020982359, 1), (0.9962735588914597, 1), (0.9987623774896239, 1), (0.5771773598879267, 1), (0.5790722855737059, 1), (0.06730488219543873, 1), (0.9968697653065949, 1), (0.8889836960097399, 1), (0.5943647724940984, 1), (0.9966590379584932, 1), (0.9981474638891069, 1), (0.9983833372114339, 1), (0.9995305203086192, 1), (0.08622509770531028, 1), (0.9977216341895938, 1), (0.9973990445260623, 1), (0.9980906438749829, 1), (0.9967693824077396, 1), (0.5612650538009619, 1), (0.5810571700777831, 1), (0.9964961877515376, 1), (0.998090643874983, 1), (0.9967693824077409, 1), (0.0, 1), (0.9997647651105724, 1)]",mycothiol-reduced
cigam_c,10.107845058212835,0.001791522668918918,"[(0.9968114177455603, 27), (0.997684747083828, 16), (0.9987623211877379, 7), (0.9964841307336108, 6), (0.9967010682765273, 5), (0.9981928715843089, 4), (0.9967068607766286, 4), (0.9999090160585558, 3), (0.9968141068489744, 3), (0.9983669518833698, 2), (0.9999473352293968, 2), (0.9975233470626106, 2), (0.9995334329888865, 2), (0.9964975719304551, 2), (0.9972026667449317, 2), (0.9967407160460255, 2), (0.9994642255911417, 2), (0.9976847470838284, 1), (0.9977918057420202, 1), (0.9977167300227334, 1), (0.9987515876318592, 1), (0.9982037595241259, 1), (0.03589087044135675, 1), (1.0, 1), (0.5944051447477673, 1), (0.5944051447479141, 1), (0.9981928715843088, 1), (0.5922892781013419, 1), (0.9967442590256222, 1), (0.9979578179800358, 1), (0.5942792421260525, 1), (0.5667994589222434, 1), (0.9994642255911436, 1), (0.9999473352293958, 1), (0.9983669518833699, 1), (0.9981360489853323, 1), (0.9983260946840281, 1), (0.5944051447477701, 1), (0.5922288440954703, 1), (0.9995334329888841, 1), (0.5944042404621382, 1), (0.5922892781013385, 1), (0.9987623211877474, 1), (0.5475582663890015, 1), (0.9968803564619285, 1), (0.05045859252381102, 1), (0.9976847470838278, 1), (0.5922892780990928, 1), (0.9987623211877378, 1), (0.5540905480006841, 1), (0.9992806341869923, 1), (0.9983669518833697, 1), (0.9974423327233585, 1), (0.5922892781013396, 1), (0.9962733893683099, 1), (0.9987623211877374, 1), (0.9995334329888864, 1), (0.577203616823485, 1), (0.579098628713167, 1), (0.06730794402716955, 1), (0.9968749896839891, 1), (0.889023310213576, 1), (0.594405144747767, 1), (0.9981928715843105, 1), (0.9983886124510717, 1), (0.9995387358115705, 1), (0.08622902025493018, 1), (0.9977670225129651, 1), (0.9974344146508801, 1), (0.998136048985332, 1), (0.9968114177455601, 1), (0.561268558772114, 1), (0.5810836035135519, 1), (0.5944051447477674, 1), (0.9965194922446932, 1), (0.9981360489853321, 1), (0.9968114177455615, 1), (0.0, 1), (0.9998102463799958, 1)]",cys-1D-myo-inositol-2-deoxy-D-glucopyranoside
lpro_c,9.213374215284047,0.002830220969765837,"[(0.48697230997960395, 2), (0.4869723099795976, 2), (0.29058259624332605, 2), (0.47406929413046006, 2), (0.4869723099796028, 2), (0.4869723099796133, 1), (0.9571838568153124, 1), (0.4869723099796047, 1), (0.47406929412915944, 1), (0.8039986842661982, 1), (0.5330705531042684, 1), (0.9999999999990856, 1), (0.632471946621232, 1), (0.9395110953170221, 1), (0.0, 1), (0.6324719466212333, 1), (0.29058259624334826, 1), (0.9571838568153264, 1), (0.486972309979603, 1), (0.4740692941304568, 1), (0.48697230997960617, 1), (0.4869723099795981, 1), (0.4869723099796234, 1), (0.4869723099796017, 1), (0.6324719466212312, 1), (0.4869723099796189, 1), (0.6324719466256102, 1), (0.9999999999991036, 1), (0.5479112604065514, 1), (0.47406929413045923, 1), (0.6324719466212346, 1), (0.9571838568056718, 1), (0.16760991878927223, 1), (0.40004933478825316, 1), (0.48697230997960655, 1), (0.6324719466212456, 1), (0.6324719466212253, 1), (0.486972309979608, 1), (0.486972309979605, 1), (0.37621488261093206, 1), (0.37621488261067254, 1), (0.4740692941304608, 1), (0.37621488260168356, 1), (0.4869723099796097, 1), (0.29058259624372895, 1), (0.9571838568169608, 1), (0.6324719466212327, 1), (0.5479112604065826, 1), (0.47406929413045906, 1), (0.6324719466212394, 1), (0.47406929413045695, 1), (0.9395110953168989, 1), (0.4740692941304589, 1), (0.15544305573474781, 1), (0.6324719466212374, 1), (0.6324719466212381, 1), (0.37621488261088154, 1), (0.6324719466212282, 1), (0.6324719466212382, 1), (0.4740692941304616, 1), (0.632471946621228, 1), (0.6324719466212358, 1), (0.29058259624337657, 1), (0.9395110953169152, 1), (0.9999999999961052, 1), (0.47406929413045995, 1), (0.9999999999990967, 1), (0.4740692941304583, 1), (0.4869723099796034, 1), (0.4475383859678435, 1), (0.9999999999991089, 1), (0.5479112604065628, 1), (0.338800969164462, 1), (0.9999999999990878, 1), (0.47406929413008886, 1), (0.480520802055034, 1), (0.48697230997960705, 1), (0.6324719466236622, 1), (0.48697230997960445, 1), (0.4869723099796211, 1), (0.9999999999990965, 1), (0.4869723099796037, 1), (0.6324719466212384, 1), (0.2905825962433411, 1), (0.547911260406032, 1), (0.4115604056076886, 1), (0.9571838568153146, 1), (0.5479112604066693, 1), (0.6324719466212341, 1), (0.6324719466212018, 1), (0.4869723099796025, 1), (1.0, 1), (0.9999999999991154, 1), (0.48697230997960433, 1), (0.5479112604066012, 1), (0.999999999996551, 1), (0.6324719466212387, 1), (0.37621488261095226, 1), (0.9999999999990975, 1), (0.5479112604113303, 1), (0.474069294130459, 1), (0.9395110953169192, 1), (0.5479112604065923, 1), (0.9395110953169025, 1), (0.93951109532546, 1), (0.5479112604066031, 1), (0.29058259624340216, 1), (0.9395110953112298, 1), (0.47406929413046234, 1), (0.9999999999991009, 1), (0.16760991878926657, 1), (0.47406929413046534, 1), (0.6324719466212365, 1), (0.9395110953169006, 1), (0.486972309979607, 1), (0.48697230997955043, 1), (0.5479112604076481, 1), (0.9346650350483281, 1), (0.6324719466212251, 1), (0.3762148826109386, 1), (0.4805208020550234, 1), (0.9395110953169115, 1), (0.999999999999093, 1), (0.3762148826109189, 1), (0.5479112604065906, 1), (0.4740692941304599, 1), (0.9395110953254868, 1), (0.4869723099796026, 1), (0.6324719466149535, 1), (0.9395110953169268, 1), (0.37621488259998115, 1), (0.5479112604066023, 1), (0.48052080205503195, 1), (0.4869723099795987, 1), (0.6324719466212316, 1), (0.6324719466212361, 1), (0.9999999999990951, 1), (0.4869723099796143, 1), (0.3762148826108871, 1), (0.47406929413045984, 1), (0.9395110953169106, 1), (0.48697230997960467, 1), (0.4869723099796038, 1), (0.48697230997960145, 1), (0.48697230998013746, 1), (0.47406929413045945, 1), (0.957183856814863, 1), (0.8039986842661891, 1)]",Lipoylprotein
bmn_c,8.807103261434069,0.0034901896858143306,"[(1.8416333975856388e-16, 110), (1.8436439143952302e-16, 2), (2.1592950535010656e-16, 1), (1.6687289519607863e-16, 1), (1.8356018471568648e-16, 1), (0.9639901560745656, 1), (1.823790060900516e-16, 1), (0.40338802227867265, 1), (0.40338802227852355, 1), (0.4055119622777171, 1), (1.611429222887434e-16, 1), (0.40351440529751564, 1), (0.4310747915950847, 1), (3.168574491915903e-16, 1), (2.3321994991259183e-16, 1), (0.4033880222786699, 1), (0.40338893001471604, 1), (0.4055119622777205, 1), (1.8486702064192085e-16, 1), (0.45038940129400357, 1), (0.9493557020608866, 1), (0.44384306008469326, 1), (1.6466132670552818e-16, 1), (0.4055119622777194, 1), (1.8511833524311975e-16, 1), (1.849675464824004e-16, 1), (1.8159993082633495e-16, 1), (1.8132348476501615e-16, 1), (0.42064180047017724, 1), (0.4187395579266964, 1), (1.7853389269170822e-16, 1), (1.838114993168854e-16, 1), (0.9324420597590902, 1), (0.10765515231686808, 1), (0.403388022278673, 1), (9.208166987928194e-17, 1), (0.9134487878092704, 1), (0.4366155485863556, 1), (0.4167470092078273, 1), (1.8376123639664562e-16, 1), (0.40338802227867254, 1), (1.8195177126801345e-16, 1), (1.0, 1)]",bimane
