,sol
1448803_3,-99.9044251771305
1418256_3,-100.02593518248018
1324223_3,-99.42386242475601
1447451_3,-100.08992024689366
1421997_3,-100.15927766365071
1448632_3,-241.2649661937191
1423498_3,-100.19590014991742
1427227_3,-458078.2171471787
1427257_3,-99.51563593817245
1447472_3,-99.98888098648949
1354138_3,-458078.16947682574
1408906_4,-100.17214941833251
1423552_3,-98.97146963846464
1427235_3,-99.39155321242961
1408913_4,-100.04199717447369
1423522_3,-99.92562588770225
1455264_3,-100.04713595472182
1448609_3,-99.62410926070972
1447460_3,-100.12090400840472
1422079_3,-100.11533214318213
1422049_3,-100.13042849040521
1438834_3,-99.39768697339031
1423480_3,-100.12102869196231
1423437_3,-100.06126643945683
1324226_3,-99.07217292382985
1423562_3,-98.86102968770409
1408923_4,-240.66406290672168
1421934_3,-100.14899982022227
1447520_3,-100.25142860186244
1447501_3,-98.45173674593822
1427299_3,-115.06798268490637
1423536_3,-100.04090567932231
1354132_3,-241.3628303672488
1324264_3,-100.03358048071318
1447492_3,-98.99269975510298
1295726_3,-99.36713071609752
1447448_3,-100.18625530302856
1397856_3,-100.20538870322494
1402590_3,-178.45902718719628
1397916_3,-98.8552686652762
1408935_4,-921.4041486140662
1408905_4,-100.01524525703663
1422026_3,-99.97505517206034
1448498_3,-100.22791244218365
1448399_3,-100.0170875318433
1422084_3,-99.96329795112503
1448482_3,-99.44333321314004
1448737_3,-99.96455955325004
1421952_3,-100.12912564986107
1295774_3,-100.11259199186526
1240677_3,-240.0998219399161
1448530_3,-99.98972700879925
1447509_3,-100.02497236297393
1421924_3,-99.10235152940615
1402591_3,-458078.19874827727
1354119_3,-2348.9966946149343
1423519_3,-215.6693482234699
1354149_3,-99.32179932927565
1423548_3,-99.00556714868972
1447525_3,-99.96527837760958
1427243_3,-100.15933179231986
1400898_3,-99.08264028263596
1423474_3,-100.12519483899803
1397923_3,-98.8751027017813
1447447_3,-98.27971081844132
1448644_3,-98.6610669135077
1455295_3,-98.87528087535763
1408974_4,-99.37648102632679
1773_372,-625.9947936051409
1423574_3,-100.00480276672103
1397896_3,-100.05136633294818
1438871_3,-99.41331956926136
1354133_3,-99.42159999309233
1324292_3,-99.98349913653743
1423484_3,-99.9824855355936
1408918_4,-100.05875976982597
1423456_3,-100.10258391774512
1773_267,-98.77222664902082
1448459_3,-1901.2262347558808
1421999_3,-99.99258859055372
1448785_3,-100.05792950782525
1447452_3,-99.09031081460721
1447457_3,-99.99858125941981
1448783_3,-98.88488648052409
1448428_3,-100.02622635705085
1354137_3,-100.04694916655019
1279039_3,-98.85904575732525
1423532_3,-100.03420547216614
1421940_3,-100.03827232324441
1448827_3,-1901.299682183588
1455287_3,-100.0010048168837
1773_346,-920.2092897974534
1448761_3,-99.91980437929816
1324219_3,-98.51884585776087
1448733_3,-98.82126555498121
1427264_3,-100.0776281957146
1421998_3,-99.24608330292703
1448739_3,-1447.371854865225
1423533_3,-239.78415894378563
1397867_3,-100.06532499816937
1200348_3,-2818.7998506511103
1400871_3,-240.17690293976005
1422037_3,-100.06202600006104
1402600_3,-100.02991184634385
1448667_3,-241.2879580911818
1324297_3,-100.18491035179468
1427203_3,-98.96161808849111
1262529_3,-99.28877432958747
1422083_3,-99.98352479871787
1773_276,-98.42072508294203
1448484_3,-100.00670658362526
1773_298,-177.2063634729269
1427192_3,-115.13477581835815
1448635_3,-100.10350661310055
1421996_3,-99.9610450745672
1773_327,-99.8917413659061
1423440_3,-98.83070658395478
1427330_3,-99.98567398487573
1354121_3,-99.32579055157836
1438849_3,-100.14431232395013
1423453_3,-100.06160357405682
1773_266,-98.6453726651739
1421942_3,-100.04698269007247
1448395_3,-99.29816809424332
1417028_3,-98.7767375944507
1427219_3,-100.10890305940346
1423503_3,-99.3363231237434
1397879_3,-1901.4412412870831
1266446_3,-100.04319687663777
1448707_3,-100.03850949508767
1417010_3,-99.92001063476418
1448537_3,-100.02110315639258
1397904_3,-98.79926397568374
1427325_3,-100.0204534958698
1448580_3,-100.24577332171681
1402598_3,-100.09015922279606
1423563_3,-99.91932945129585
1448812_3,-99.9963036399315
1773_283,-98.33630436549747
1400909_3,-98.3829022217698
1423526_3,-99.02134037282735
1448702_3,-100.2027582648433
1324259_3,-100.1586683087743
1427236_3,-98.86863646802877
1448452_3,-100.02018346952782
1448767_3,-999.6438445237106
1306414_3,-100.03825052531771
1455291_3,-99.96297992564284
1400888_3,-98.58133547460052
1448606_3,-100.08991961845138
1417017_3,-100.047576170644
1324250_3,-100.12463893052809
1447480_3,-100.13926554612087
1448409_3,-99.2903986313938
1448460_3,-100.12609847221286
1448664_3,-1900.6020454382913
1427224_3,-99.95725494948579
1448836_3,-99.97311768982824
1448455_3,-100.08059913690869
