,sol
1448803_3,-124.63982569231577
1418256_3,-125.39645927467801
1324223_3,-138.55234200817574
1447451_3,-125.52611819644008
1421997_3,-164.73993414287776
1448632_3,-125.54791710431934
1423498_3,-138.60785857803435
1427227_3,-151900.28383065245
1427257_3,-138.53873627271514
1447472_3,-125.42672656797507
1354138_3,-151900.5624320881
1408906_4,-138.81449896562881
1423552_3,-125.3663112797321
1427235_3,-125.2522744030288
1408913_4,-125.45848107259413
1423522_3,-124.60313151861038
1455264_3,-125.19825905175001
1448609_3,-138.77762435797493
1447460_3,-125.64008677132138
1422079_3,-125.22549399484298
1422049_3,-138.9681030926637
1438834_3,-138.44228840176933
1423480_3,-125.56141162977814
1423437_3,-138.5126823068894
1324226_3,-125.42949772358337
1423562_3,-125.45656121203304
1408923_4,-138.5421432525873
1421934_3,-125.70485776696826
1447520_3,-139.2601242204959
1447501_3,-125.01962734363705
1427299_3,-144.25588956912458
1423536_3,-125.01705359200784
1354132_3,-125.66962804716084
1324264_3,-125.00464315155462
1447492_3,-125.43275030960086
1295726_3,-125.15943670309979
1447448_3,-139.1145083428814
1397856_3,-138.73427661896062
1402590_3,-125.65811816526592
1397916_3,-125.18766413293342
1408935_4,-1255.0119159118829
1408905_4,-125.48983324596668
1422026_3,-125.00529091279643
1448498_3,-139.12608549306742
1448399_3,-125.39985194148672
1422084_3,-125.10131731631331
1448482_3,-125.05679630407735
1448737_3,-125.41228687033654
1421952_3,-139.1310444235384
1295774_3,-125.57314994999919
1240677_3,-125.02133586799732
1448530_3,-125.07106626833239
1447509_3,-125.5773498265682
1421924_3,-125.54697283153565
1402591_3,-151900.57689544722
1354119_3,-2653.4266454098647
1423519_3,-603.0491956720417
1354149_3,-125.51707591284294
1423548_3,-138.7689552070843
1447525_3,-125.41816397000358
1427243_3,-139.10636693401358
1400898_3,-125.43007824896607
1423474_3,-125.22816528903942
1397923_3,-125.66162420482085
1447447_3,-125.02972924294968
1448644_3,-125.63403784701381
1455295_3,-125.06228533555809
1408974_4,-139.05368937058893
1773_372,-125.40230866654974
1423574_3,-124.76934109256413
1397896_3,-125.51393265396915
1438871_3,-125.39644023412943
1354133_3,-138.60332238593907
1324292_3,-125.34595218334626
1423484_3,-125.50628168038968
1408918_4,-125.53989887065961
1423456_3,-125.5265086131025
1773_267,-125.61916010265003
1448459_3,-2653.302457063115
1421999_3,-125.50094792561093
1448785_3,-164.7373002445544
1447452_3,-125.45395429117977
1447457_3,-125.02031409486675
1448783_3,-125.25258226880793
1448428_3,-125.40609872737697
1354137_3,-125.16594102818998
1279039_3,-125.45227934570036
1423532_3,-125.03367891492155
1421940_3,-125.61036908096699
1448827_3,-2693.390032022703
1455287_3,-125.11866217281474
1773_346,-1215.2372333872493
1448761_3,-125.35669156509041
1324219_3,-125.34946615284049
1448733_3,-125.39866172574807
1427264_3,-125.20484697263782
1421998_3,-125.44500824359139
1448739_3,-1215.1791793297264
1423533_3,-125.3817920797326
1397867_3,-125.02327922967652
1200348_3,-3965.8193102112673
1400871_3,-125.16582594346568
1422037_3,-138.47421385868634
1402600_3,-125.52438569925086
1448667_3,-125.68740460094052
1324297_3,-138.73474895224908
1427203_3,-125.36102736288845
1262529_3,-125.4124595092467
1422083_3,-125.51393572747914
1773_276,-125.03067363737533
1448484_3,-125.5376048204579
1773_298,-164.75879789527707
1427192_3,-144.24288497478562
1448635_3,-125.09541875169175
1421996_3,-125.4941472926291
1773_327,-125.36011284409837
1423440_3,-125.12351004040818
1427330_3,-124.97922902226831
1354121_3,-125.13403499534068
1438849_3,-125.33327109881556
1423453_3,-125.59248272055648
1773_266,-139.01491541151677
1421942_3,-124.98876144757226
1448395_3,-124.99889723086747
1417028_3,-125.56078279281611
1427219_3,-125.21214001583661
1423503_3,-125.5468884460846
1397879_3,-2667.1835792081774
1266446_3,-125.01527722600767
1448707_3,-138.46450214396822
1417010_3,-125.40203520744342
1448537_3,-125.39610402272135
1397904_3,-125.13119046379907
1427325_3,-125.45657764064009
1448580_3,-138.85404824677215
1402598_3,-125.3983705527879
1423563_3,-125.21432548129192
1448812_3,-165.20378135914683
1773_283,-125.15277164380282
1400909_3,-138.52639511224027
1423526_3,-138.8374489600122
1448702_3,-138.68495305062777
1324259_3,-139.1227773188059
1427236_3,-125.05335427243452
1448452_3,-124.86980591813764
1448767_3,-1215.1788025269768
1306414_3,-125.67363132619948
1455291_3,-124.61848173973266
1400888_3,-125.53298632704366
1448606_3,-125.52611456723776
1417017_3,-125.23701467349983
1324250_3,-125.2294527238816
1447480_3,-138.9876919236535
1448409_3,-124.99522620106535
1448460_3,-138.46957358276387
1448664_3,-2653.5994024063243
1427224_3,-125.01462599668442
1448836_3,-125.54861460254827
1448455_3,-125.12529493112386
