,sol
1448803_3,-1679.8868644872248
1418256_3,-161.87178585174357
1324223_3,-1679.8832256636226
1447451_3,-1679.6892818782594
1421997_3,-161.7702893870279
1448632_3,-287.4598453978444
1423498_3,-1679.7228748422058
1427227_3,-1679.7238180568165
1427257_3,-1680.1562323975859
1447472_3,-161.7932979777237
1354138_3,-162.01864188342455
1408906_4,-161.8351869854393
1423552_3,-1679.937185852004
1427235_3,-1679.8779289192755
1408913_4,-161.8314729313911
1423522_3,-1679.6348515688333
1455264_3,-162.60064593739432
1448609_3,-1679.6867245963442
1447460_3,-1679.6819766923277
1422079_3,-1679.8841324334996
1422049_3,-1679.627552165759
1438834_3,-161.78795348643055
1423480_3,-1679.6274511479069
1423437_3,-161.7743649880147
1324226_3,-161.87211477680611
1423562_3,-1679.8850265333638
1408923_4,-1805.0493229049698
1421934_3,-1679.4655743593532
1447520_3,-161.45339212229652
1447501_3,-161.83016123974144
1427299_3,-161.7300054310395
1423536_3,-1679.879639139454
1354132_3,-286.3132557809654
1324264_3,-161.7734362106711
1447492_3,-1679.8985520260997
1295726_3,-161.73811005249448
1447448_3,-161.8781817884651
1397856_3,-1679.7415862748185
1402590_3,-734.8459208704211
1397916_3,-161.49766466666452
1408935_4,-1679.564133976104
1408905_4,-161.83622433826577
1422026_3,-161.1784279473949
1448498_3,-162.26161930634825
1448399_3,-405.8207140646898
1422084_3,-161.74558757453116
1448482_3,-1679.6301356397678
1448737_3,-161.79197328440978
1421952_3,-1679.5432365851386
1295774_3,-1679.7430052855739
1240677_3,-1804.8786456899008
1448530_3,-161.4767976168722
1447509_3,-405.83548024656733
1421924_3,-161.17857553448937
1402591_3,-162.0631809915558
1354119_3,-985.3613378760098
1423519_3,-633.9819043858431
1354149_3,-161.28157449893743
1423548_3,-161.77436494878526
1447525_3,-161.793297977725
1427243_3,-1679.5432365851584
1400898_3,-1679.882773210722
1423474_3,-1679.8818351783211
1397923_3,-1679.5665430680585
1447447_3,-161.78975364853784
1448644_3,-162.5717997509554
1455295_3,-1679.898544675407
1408974_4,-161.83378998648467
1773_372,-735.6155750145311
1423574_3,-1680.6763566227232
1397896_3,-161.4533130992419
1438871_3,-1680.1665981394765
1354133_3,-161.3202826860811
1324292_3,-161.86771061534864
1423484_3,-1679.3045124519638
1408918_4,-162.0657626742361
1423456_3,-161.42964404817508
1773_267,-1680.1713382417013
1448459_3,-986.2275206293981
1421999_3,-161.18420826937097
1448785_3,-1680.1280467228614
1447452_3,-161.520894465564
1447457_3,-1679.8985446754057
1448783_3,-162.5806365528213
1448428_3,-161.5209734886185
1354137_3,-161.8690034359306
1279039_3,-162.06327652930807
1423532_3,-162.35560923349271
1421940_3,-1680.0801196120563
1448827_3,-986.4936038370206
1455287_3,-1679.5586608273852
1773_346,-161.83957905696775
1448761_3,-161.81640206751825
1324219_3,-161.4307527614831
1448733_3,-161.8812606442864
1427264_3,-161.7743649880147
1421998_3,-161.77787982713414
1448739_3,-735.6240061688611
1423533_3,-1805.054216599273
1397867_3,-1679.626152438048
1200348_3,-1760.5049681953926
1400871_3,-1804.4204926654677
1422037_3,-161.985799386831
1402600_3,-161.7765903850219
1448667_3,-287.2488850752169
1324297_3,-162.055808355936
1427203_3,-1679.5438004165658
1262529_3,-1680.1618885329601
1422083_3,-161.3244329389204
1773_276,-162.06261323878817
1448484_3,-1679.5436762730174
1773_298,-735.6077117283654
1427192_3,-1679.959198950507
1448635_3,-161.53806292620592
1421996_3,-161.61313579249446
1773_327,-162.06625372879265
1423440_3,-1679.4328666193883
1427330_3,-162.04814123364605
1354121_3,-1679.839094806482
1438849_3,-161.38416307673782
1423453_3,-1679.8863597222237
1773_266,-162.06490127146304
1421942_3,-1679.9768768354825
1448395_3,-161.63114565377623
1417028_3,-162.25461550225353
1427219_3,-161.77514249620373
1423503_3,-161.77437233870717
1397879_3,-2503.466568287285
1266446_3,-1679.971845408806
1448707_3,-1679.883299593585
1417010_3,-162.06051093425566
1448537_3,-162.06232884833068
1397904_3,-161.82945629829288
1427325_3,-161.44946965811616
1448580_3,-1679.5400805064396
1402598_3,-162.05357629306505
1423563_3,-1679.9045080221538
1448812_3,-161.7932979777233
1773_283,-162.06125949912902
1400909_3,-161.5032803653239
1423526_3,-161.17359475941188
1448702_3,-1679.901375855268
1324259_3,-161.63468343661214
1427236_3,-1679.6288937909278
1448452_3,-161.87904816699523
1448767_3,-735.6409555807354
1306414_3,-162.362455212815
1455291_3,-1679.9022093239778
1400888_3,-1679.6170408755172
1448606_3,-1679.687547126422
1417017_3,-1680.1634305678176
1324250_3,-1679.6311560504334
1447480_3,-162.60933489132552
1448409_3,-161.8635455841163
1448460_3,-161.88168770056654
1448664_3,-985.3358288224828
1427224_3,-1679.6274418928474
1448836_3,-162.56958053370536
1448455_3,-1923.775759203807
