,F_value,pvalue,value_counts
sol,0.03561845225211118,0.8517170403702948,"[(269.76835351187157, 1), (268.75680438378214, 1), (2.9261926974216337, 1), (268.871365678382, 1), (2.3248899147421147, 1), (1.3834208549751805, 1), (269.49312835487547, 1), (2.099093049178653, 1), (1.6446952121341738, 1), (812.9846283796383, 1), (2.951385833236511, 1), (269.11612124038425, 1), (268.1874352391174, 1), (2.183229712939529, 1), (3.261908678306928, 1), (2.6630835913342077, 1), (269.4785401101615, 1), (2.069141196978727, 1), (269.17016980942435, 1), (1670.408359532209, 1), (268.7940013296631, 1), (1.947487215791336, 1), (2.3499841404559865, 1), (2.0487090012091134, 1), (2.6481347880542225, 1), (1.6286212815146608, 1), (268.88754058513075, 1), (268.44195902005004, 1), (269.48117164163807, 1)]"
