,0
ADNCYC_min,-0.6104266511840786
ADNCYC_max,-0.590185742757883
OXCDC_max,-0.48628574006716097
OXCDC_min,-0.5465920635324852
NARK_min,-0.2953079438107202
ASPt2r_min,0.00994222071181833
PYK_max,0.07734100440805106
PYK_min,-0.1517097465808216
FACOAL140_min,-0.006159970553435793
ACCOAC_min,-0.6942338192968961
Kabc_min,-0.29261820991621246
Kabc_max,-0.2834457692011144
ALAALAr_min,-0.12470566222545983
FACOALPREPH_min,-0.006159970553435793
PGCD_min,-0.16259151966838525
FACOAL180_min,-0.006159970553435793
PGCD_max,-0.0
CYSM_II_min,-0.1551533008293362
NARK_max,-0.1913097950305362
PREPTHS_min,-0.18429534747218498
PDIMAT_min,-0.18429534747218487
FACOAL200_min,-0.18429534747218487
ASNt2r_min,0.009942220711818483
CYSM_II_max,-0.15403414398302034
FACOAL161_max,-0.17699699079251194
ALAALAr_max,-0.16678570873701135
MAN1PT_min,-0.08432305307292066
MAN1PT_max,-0.08432305307292066
MAN1PT2_min,-0.08432305307292066
FAD_8_max,-0.16172474297426315
ALAR_min,-0.007336287612401747
CHORS_min,-0.025782522195903324
FACOAL161_min,-0.006159970553435793
DHFR_max,-1.66020355138827e-16
TMDS_max,0.0
KGD2_min,0.15078068210993492
PREPTHS_max,-0.08817115099439159
PDIMAT_max,-0.08817115099439163
FACOAL200_max,-0.08817115099439163
NADH5_min,-0.03540395203811047
ASPt2r_max,-2.0903073745084769e-16
ASNt2r_max,0.0
NNAM_min,-0.0847301747916472
FACOAL180_max,0.12024773925427037
FACOAL140_max,0.12001640252471162
FACOALPREPH_max,0.1201229984281328
ACCOAC_max,-0.5130634910211954
FAS200_min,-0.08923694970646628
FAS180_min,-0.08923694970646627
TMDS_min,0.060354564776621086
CYST_II_max,0.017909479571169666
CAT_min,-0.07908742921763068
MCOATA_max,-0.07765274123150405
CHORS_max,0.05274744250684823
FAD_10_max,-0.07463218253863142
FAD_9_max,-0.07463218253863142
G3PD1ir_min,-0.007336080118741018
FAD_18_max,-0.0784903796941288
FAD_15_max,-0.07849037969412882
FAD_17_max,-0.07849037969412877
FAD_16_max,-0.0784903796941288
FAD_19_max,-0.0784903796941288
FAD_11_max,-0.07346893929068375
FAD_12_max,-0.07346893929068375
FAD_13_max,-0.07346893929068375
G3PD1ir_max,-0.04393115603906241
CYST_II_min,0.020718726324417517
FAD_14_max,-0.056849050266362264
MCD_max,-0.3706164258911836
ALAD_L_max,-0.032142729933424506
VPAMTr_min,0.052271153456983716
PPCOAC_min,-0.004041287216959635
MCOATA_min,-0.007336183200737297
PPDIMAT_min,-0.0006912558187231209
PREPTHS2_min,-0.0006912558187231209
FAD_3_min,-1.1162293443995396e-16
MYCSacp50_max,-4.7391947855607395e-17
FAS160_max,-5.206204545141412e-17
FAS260_min,-9.144584996827441e-17
MYCSacp50_min,-0.0073361696999390946
FAS260_max,-2.992173308583248e-17
MSHS_max,-2.9007296735296945e-17
FAD_7_min,4.557425471247622e-17
FAS240_L_min,0.0
MYC1M2_max,-0.0
MYC1M1_min,0.0
MYC1M1_max,-0.0
DCPT_min,0.0
DHFS_max,-0.0
DHFS_min,0.0
MAN1PT2_max,-0.0
ECHA191_max,-0.0
MYC1M2_min,-0.007334116019677953
HEMEOS_max,-0.0
GXRA_min,-0.0
ECHA192_max,-0.0
FBPA_min,-0.0
FBPA_max,-0.0
FAS80_L_min,-0.0
FAS240_L_max,-0.0
FAS80_L_max,0.0
KGD2_max,0.15841227579961373
HEMEOS_min,0.0
ECHA191_min,-0.0
MYCSacp56_max,0.0
ACCC_min,0.0
ACChex_max,-0.0
TDPDRR_min,0.0
TDPDRR_max,-0.0
ACChex_min,0.0
ALAD_L_min,-0.0
APRAUR_max,-0.0
APRAUR_min,0.0
PREPTHS2_max,0.0
PPDIMAT_max,0.0
CHSTEROLt_max,-0.0
CHSTEROLt_min,-0.0
CIGAMS_max,-0.0
CIGAMS_min,0.0
CYO1b_min,0.0
CYSK2_I_max,-0.0
CYSK2_I_min,-0.0
DCPE_max,-0.0
DCPE_min,0.0
NAGINSP_min,0.0
NAGINSP_max,-0.0
DCPT_max,-0.0
MYCSacp58_min,0.0
MYCSacp58_max,-0.0
MYCSacp56_min,0.0
ECHA192_min,-0.0
FAS200_max,0.0
ACCC_max,-0.0
FAS181_max,0.0
FAD_22_min,-0.0
FAD_6_max,-0.0
FAD_5_min,-0.0
FAD_5_max,-0.0
FAD_4_min,-0.0
FAD_4_max,-0.0
FAD_23_max,-0.0
FAD_2_min,-0.0
FAD_2_max,-0.0
FAD_27_min,-0.0
FAD_27_max,-0.0
FAD_26_min,-0.0
FAS181_min,-0.0
FAD_23_min,-0.0
FAD_24_max,-0.0
FAD_24_min,-0.0
FAD_26_max,-0.0
FAD_25_max,-0.0
FAD_22_max,-0.0
FAD_6_min,-0.0
FAD_21_max,-0.0
EMB_max,-0.0
FAS161_min,-0.0
FAS161_max,0.0
FAS120_max,0.0
FAD_21_min,-0.0
FAD_1_max,-0.0
FAD_1_min,-0.0
FAS100_max,0.0
FAD_25_min,-0.0
EMB_min,0.0
FAD_20_min,-0.0
FAD_20_max,-0.0
FAS140_max,4.7332693700182334e-18
MSHS_min,5.983464433169409e-18
FAD_7_max,-3.344323059465894e-17
FAS180_max,6.637331271480691e-17
FAD_3_max,1.744492668226217e-16
FAS160_min,-6.590689184780572e-18
NADH2r_max,0.0
NADH9_max,0.005118875226979997
DHFR_min,0.008747690003162834
PHETA1_min,-0.016667607511577608
TYRTA_min,-0.01663020965712147
ALAR_max,-0.014538722224206714
PHETA1_max,0.02334331853741908
TYRTA_max,0.02334331853741864
NADH10_max,0.020133769782378748
MCD_min,-0.1225107472088088
DHPPDA2_max,0.06928824319848953
GXRA_max,0.09043359868598284
NADH2r_min,0.013690753783220154
NADH9_min,-3.6884248208315736e-17
NADH10_min,-0.0
CYO1b_max,0.0
VPAMTr_max,0.05671799035872122
NADH5_max,0.09579953076092229
FAS140_min,0.07992497922298215
FAS120_min,0.07992497922298215
FAS100_min,0.07992497922298215
FAD_8_min,0.07992497922298222
FAD_11_min,0.07992497922298183
FAD_16_min,0.07992497922298183
FAD_12_min,0.07992497922298183
FAD_13_min,0.07992497922298183
FAD_18_min,0.07992497922298183
FAD_15_min,0.07992497922298183
FAD_9_min,0.07992497922298183
FAD_10_min,0.07992497922298183
FAD_19_min,0.07992497922298183
FAD_14_min,0.07992497922298183
FAD_17_min,0.07992497922298217
DHPPDA_max,0.07081075735160101
DHPPDA_min,0.20354033815296235
DHPPDA2_min,0.20354033815296235
CAT_max,-0.008885149092242948
PPCOAC_max,0.0010598135788220109
NNAM_max,0.3246943293519611
