,sol
1448803_3,-1.6206157505468144
1418256_3,-1.6882692748031927
1324223_3,-1.670645847976303
1447451_3,-1.896831768827561
1421997_3,-1.652130335090914
1448632_3,-28.564432722423835
1423498_3,-4.0711822478032875
1427227_3,-1207297.5152215697
1427257_3,-4.030375174677866
1447472_3,-2.043598493154635
1354138_3,-1207297.6042838
1408906_4,-3.9769200820426054
1423552_3,-2.1309225004151
1427235_3,-2.023675556337959
1408913_4,-3.9776454939407784
1423522_3,-1.6323467848471325
1455264_3,-1.6681799723968378
1448609_3,-2.115096857931705
1447460_3,-1.4352425968619964
1422079_3,-1.6883522952213583
1422049_3,-1.6336329519909774
1438834_3,-1.5513118155465726
1423480_3,-1.6537110739726475
1423437_3,-2.0017516162910733
1324226_3,-0.8681786264376826
1423562_3,-2.0364034251223724
1408923_4,-32.29718267287344
1421934_3,-2.1050365026922955
1447520_3,-1.486947768203226
1447501_3,-2.2109830513689985
1427299_3,-2.2129453355000375
1423536_3,-2.170631103059219
1354132_3,-29.992472281903993
1324264_3,-1.6795844434093226
1447492_3,-2.0190617731293328
1295726_3,-2.0268031927389023
1447448_3,-0.35732870880294626
1397856_3,-1.6588495775920806
1402590_3,-605.8702132887695
1397916_3,-0.1541829091568756
1408935_4,-1.7805112741175952
1408905_4,-4.002086418727809
1422026_3,-1.8806292918303342
1448498_3,-1.8579086440103925
1448399_3,-0.31166527173325403
1422084_3,-3.9299218193255143
1448482_3,-1.7072899018086682
1448737_3,-2.0435924902273555
1421952_3,-2.101332805224257
1295774_3,-1.6765681635624081
1240677_3,-30.195683269481936
1448530_3,-1.4236640757115542
1447509_3,-2.0435480337513434
1421924_3,-1.4262560756850766
1402591_3,-1207297.3935211066
1354119_3,-882.5881631021265
1423519_3,-1.7230543630467932
1354149_3,-2.269288293651141
1423548_3,-2.0017516542747384
1447525_3,-2.0333177401635685
1427243_3,-1.5610519738137867
1400898_3,-1.9919160915862246
1423474_3,-2.023680251170933
1397923_3,-1.5907486150118555
1447447_3,-2.0184524122628953
1448644_3,-0.8253895637657592
1455295_3,-2.0478926656166263
1408974_4,-3.9300876198081878
1773_372,-1035.5406532139352
1423574_3,-4.082223476389182
1397896_3,-1.957712595393354
1438871_3,-4.019234836046689
1354133_3,-1.7982672153555654
1324292_3,-1.6291122348172522
1423484_3,-2.1259917424374986
1408918_4,-4.034624360535495
1423456_3,-2.304130871981683
1773_267,-2.009264041588252
1448459_3,-455.8075822922925
1421999_3,-1.4314187223410133
1448785_3,-1.640238667551645
1447452_3,-0.8763966581852608
1447457_3,-2.257149468760249
1448783_3,-1.4537826301501522
1448428_3,-1.6766068600160673
1354137_3,-3.9759930872059686
1279039_3,-2.0435937510828786
1423532_3,-0.3007539144123222
1421940_3,-2.0327546896097552
1448827_3,-455.6577737599544
1455287_3,-2.362893968462057
1773_346,-2.082863618432434
1448761_3,-1.5423791309814097
1324219_3,-2.0903666690784273
1448733_3,-1.988094679660085
1427264_3,-2.0090946279608333
1421998_3,-1.6577359168460737
1448739_3,-1037.7013423052365
1423533_3,-32.31365400529069
1397867_3,-1.6883644464407417
1200348_3,-455.7018856269631
1400871_3,-30.321042708262592
1422037_3,-3.9828260648732567
1402600_3,-1.9839639333231047
1448667_3,-30.066479074788347
1324297_3,-4.056420357454351
1427203_3,-2.1184376412162336
1262529_3,-4.056246144345342
1422083_3,-0.4389153732363513
1773_276,-1.9852740460816496
1448484_3,-2.1214156661785832
1773_298,-606.1311918855016
1427192_3,-1.9919160823333648
1448635_3,-2.284425578048693
1421996_3,-3.935260166311936
1773_327,-1.9874155939096037
1423440_3,-1.423893240425597
1427330_3,-4.009601833868886
1354121_3,-2.278835166659628
1438849_3,-1.8426559842521952
1423453_3,-2.0364094153719443
1773_266,-1.9725587394273902
1421942_3,-1.678927712067743
1448395_3,-1.6630523612573156
1417028_3,-2.070290997561022
1427219_3,-1.6764597838526218
1423503_3,-1.9773458546296745
1397879_3,-453.8614078611584
1266446_3,-1.643228001372038
1448707_3,-1.6183024108610722
1417010_3,-1.9966990624677148
1448537_3,-4.06338655596517
1397904_3,-2.0760997727641612
1427325_3,-2.0865129765697383
1448580_3,-1.8202183012691795
1402598_3,-2.192766378323668
1423563_3,-1.6206445236786318
1448812_3,-2.0359777818352662
1773_283,-2.031372984408987
1400909_3,-2.045672011805554
1423526_3,-2.2840577237499806
1448702_3,-1.2323129550147909
1324259_3,-1.404051139822389
1427236_3,-2.224792150855363
1448452_3,-2.0105560703215892
1448767_3,-608.2406142221346
1306414_3,-2.463692185009401
1455291_3,-1.6351782887903747
1400888_3,-2.077463056703198
1448606_3,-1.5050738889460658
1417017_3,-2.0385458412747153
1324250_3,-1.690711831232784
1447480_3,-1.7319318409661948
1448409_3,-1.629124398530632
1448460_3,-1.710678757782164
1448664_3,-453.26190468143204
1427224_3,-2.2159130712720683
1448836_3,-0.7933207993543971
1448455_3,-4.09126045399607
