,F_value,pvalue,value_counts,name
hgbam_c,27.0,1.7985245242361115e-05,"[(0.955996648069804, 29)]",Hydrogenobyrinate-a-c-diamide
n6hlysmal_c,12.192706681117631,0.001668260108210296,"[(0.9999999999999999, 21), (0.5605780042227004, 1), (0.56608692043349, 1), (0.4173652921507641, 1), (0.4711595054839901, 1), (0.5926325622545112, 1), (0.5260323973932924, 1), (0.5315903208594968, 1), (0.3256980735118137, 1)]",N6-Hydroxy-L-lysine coupled to malonyl group
dhlam_c,11.014315767235102,0.0025943724598132822,"[(0.9916018322729591, 1), (0.26020688388455676, 1), (0.23654187833331425, 1), (0.5790529243277577, 1), (0.38451191075033353, 1), (0.2602068838845584, 1), (0.26020688388455876, 1), (0.9999999999999901, 1), (0.32602629616504275, 1), (0.3954869468460247, 1), (0.43915676470056897, 1), (0.26962463007536974, 1), (0.2733656334576161, 1), (0.2683776289477888, 1), (0.2733656334580847, 1), (0.26020688388456087, 1), (0.27336563345811243, 1), (0.260206883884568, 1), (0.4486180027140467, 1), (0.3294323418499136, 1), (0.9698325935028826, 1), (0.2733656334580898, 1), (0.4391567647005537, 1), (0.2733656334580834, 1), (0.27336563345810033, 1), (0.268377628947791, 1), (0.5684006691659317, 1), (0.32602629616497886, 1), (0.3585982397047012, 1)]",Dihydrolipoamide
adhlam_c,11.002541654631798,0.002606060174316525,"[(0.996695540961218, 1), (0.2671005484827065, 1), (0.24280858560986004, 1), (0.568317214559708, 1), (0.3946987901561883, 1), (0.2671005484827093, 1), (0.2671005484827096, 1), (0.9999999999999871, 1), (0.33699457010302125, 1), (0.40829544276973934, 1), (0.4531222057168083, 1), (0.2790986538882368, 1), (0.28293876772518217, 1), (0.2778186159424198, 1), (0.2829387677256623, 1), (0.26710054848271175, 1), (0.2829387677256938, 1), (0.2671005484827189, 1), (0.46050324570698437, 1), (0.3381599974699083, 1), (0.9676441669672605, 1), (0.2829387677256695, 1), (0.45312220571679207, 1), (0.2829387677256618, 1), (0.28293876772567905, 1), (0.2778186159424209, 1), (0.5543705474925057, 1), (0.33699457010295847, 1), (0.36720680428382274, 1)]",S-Acetyldihydrolipoamide
lpam_c,10.955447324266743,0.002653382790445665,"[(0.9887129638057559, 1), (0.2574781896150578, 1), (0.23420235945619408, 1), (0.5846246909496722, 1), (0.39302427196348655, 1), (0.2574781896150597, 1), (0.25592773356208653, 1), (0.9999999999999902, 1), (0.3321504314913743, 1), (0.40046878892736704, 1), (0.43331417569910446, 1), (0.26657002837739746, 1), (0.2702495102672383, 1), (0.26534353441395075, 1), (0.2702495102677047, 1), (0.25592773356208764, 1), (0.27024951026773547, 1), (0.2559277335620956, 1), (0.44124039670177406, 1), (0.3388504967588438, 1), (0.9762569775136587, 1), (0.27024951026770877, 1), (0.4333141756990913, 1), (0.27024951026770166, 1), (0.27024951026771915, 1), (0.26534353441395564, 1), (0.5745631242318108, 1), (0.33215043149130863, 1), (0.3703623941250534, 1)]",Lipoamide
pdima_c,10.784541117111344,0.002833100550553541,"[(0.9999999999999999, 10), (0.07729051840625878, 1), (0.7517262982372868, 1), (0.0, 1), (0.6898177666808031, 1), (0.009055283210364085, 1), (0.6507975003010211, 1), (0.690184950358631, 1), (0.685143501957604, 1), (0.6907474568462786, 1), (0.562519327101556, 1), (0.6479775476962488, 1), (0.09679092889263141, 1), (0.750112068806664, 1), (0.6840306051584331, 1), (0.6840306051584302, 1), (0.6848708465586537, 1), (0.0037463161992800087, 1), (0.6507975003010522, 1), (0.6254126828862017, 1)]",phthiocerol-dimycocerosate-A-Mtb
sdhlam_c,10.392721311011258,0.003296960529218756,"[(0.9979786080790258, 1), (0.2632499299617779, 1), (0.23973553215069376, 1), (0.5800388929744213, 1), (0.4579066727758687, 1), (0.2632499299617883, 1), (0.25855088719904756, 1), (0.9999999999999843, 1), (0.37595790388284994, 1), (0.4622311443851943, 1), (0.4858414409600212, 1), (0.2743456346829066, 1), (0.27992142727381963, 1), (0.27062843962188043, 1), (0.2799214272744162, 1), (0.2585508871990482, 1), (0.2799214272744611, 1), (0.2585508871990524, 1), (0.49256593901229506, 1), (0.3894953802249653, 1), (0.9734728592893301, 1), (0.2799214272744317, 1), (0.4858414409600016, 1), (0.27992142727441416, 1), (0.2799214272744373, 1), (0.2706284396218867, 1), (0.5661390778673505, 1), (0.37595790388277267, 1), (0.4327910103380508, 1)]",S-Succinyldihydrolipoamide
2mpdhl_c,9.687994751881323,0.00435245535978929,"[(0.9881823325020296, 1), (0.3448865209323761, 1), (0.3138956625097461, 1), (0.4435781200136243, 1), (0.502353285490851, 1), (0.344886520932393, 1), (0.3407577776222363, 1), (0.9999999999999611, 1), (0.4393347116180652, 1), (0.5075571293123868, 1), (0.5235362568842734, 1), (0.358251040632214, 1), (0.36070058381777764, 1), (0.35008589667864787, 1), (0.36070058381826386, 1), (0.3407577776222372, 1), (0.3607005838214154, 1), (0.34075777762224063, 1), (0.525810205443876, 1), (0.44825558673655697, 1), (0.9870461376811637, 1), (0.36070058381828857, 1), (0.5235362568842562, 1), (0.36070058381826164, 1), (0.3607005838182861, 1), (0.35008589667864864, 1), (0.4395096350024687, 1), (0.4393347116179884, 1), (0.48674351035311, 1)]",S-(2-Methylpropanoyl)-dihydrolipoamide
hdcea_c,9.54596420617099,0.004606765840718433,"[(0.0626166002044306, 1), (0.020840137207361664, 1), (0.020840137207307485, 1), (0.07392540701413997, 1), (0.014315888185628234, 1), (0.020840137207356335, 1), (0.021601548744858423, 1), (0.07076543684947323, 1), (0.018702990494081195, 1), (0.01870299049407187, 1), (0.023666067478218977, 1), (0.02366606747826494, 1), (0.02366606747832911, 1), (0.023666067478292696, 1), (0.02366606747824651, 1), (0.021601548744874632, 1), (0.023666067478271824, 1), (0.02160154874487641, 1), (0.02160154874487663, 1), (0.014315888185597592, 1), (0.06120144619539025, 1), (0.023666067478251618, 1), (0.02366606747827138, 1), (0.023666067478264496, 1), (0.02366606747826716, 1), (0.0236660674783018, 1), (0.056644158523674104, 1), (0.018702990494031013, 1), (0.014153786791202272, 1)]",Hexadecenoate-n-C161
h_e,9.337672560680874,0.0050093795934011585,"[(0.999999999999891, 16), (0.9999999999998969, 2), (0.17763811574626276, 1), (0.9999999999998821, 1), (0.0, 1), (0.9999999999998854, 1), (0.021446056075428377, 1), (0.99999999999989, 1), (0.9999999999998925, 1), (0.999999999999888, 1), (0.9999999999998848, 1), (0.09587660747627036, 1), (0.2253207559178324, 1)]",H
