,F_value,pvalue,value_counts,name
leu__L_c,21.53082340745446,0.0003204672315952356,"[(0.999999999999851, 1), (0.9999999999998999, 1), (0.028145461428136093, 1), (0.9999999999998559, 1), (0.999999999999307, 1), (0.9999999999995619, 1), (0.21769799931137257, 1), (0.25688759474846723, 1), (0.2658297608482295, 1), (0.058951389068262805, 1), (2.552930089549932e-12, 1), (0.9999999999998603, 1), (0.21769799931140116, 1), (0.2176979993042481, 1), (0.2176979993114076, 1), (0.9999999999998639, 1), (0.999999999999861, 1)]",L-Leucine
23dhmb_c,21.078476524000248,0.00035314032667110406,"[(0.999999999999871, 1), (0.9999999999999121, 1), (0.012110435189160607, 1), (0.9999999999998797, 1), (0.9999999999995695, 1), (0.9999999999994293, 1), (0.37380944209155126, 1), (0.25875271183479587, 1), (0.4257708758724021, 1), (0.07855596820459079, 1), (0.0, 1), (0.9999999999998801, 1), (0.37380944209158246, 1), (0.3738094420881199, 1), (0.37380944209158234, 1), (0.9999999999998843, 1), (0.999999999999881, 1)]",R-2-3-Dihydroxy-3-methylbutanoate
3mob_c,21.078476524000127,0.00035314032667111366,"[(0.9999999999998733, 1), (0.9999999999999144, 1), (0.012110435189160579, 1), (0.999999999999882, 1), (0.9999999999995514, 1), (0.9999999999994317, 1), (0.373809442091552, 1), (0.2587527118347964, 1), (0.42577087587240303, 1), (0.0785559682045909, 1), (0.0, 1), (0.9999999999998824, 1), (0.3738094420915833, 1), (0.3738094420881207, 1), (0.37380944209158307, 1), (0.9999999999998866, 1), (0.9999999999998833, 1)]",3-Methyl-2-oxobutanoate
ad_e,21.016674386285743,0.00035789155486169055,"[(1.7278632789445058e-13, 6), (0.9999999999931923, 1), (0.9999999999932085, 1), (1.6300935928073255e-13, 1), (0.9999999999931896, 1), (0.9999999999912391, 1), (0.9999999999937318, 1), (2.1911228278983934e-13, 1), (1.7456427305948064e-13, 1), (0.9999999999931971, 1), (0.9999999999931966, 1), (0.9999999999931981, 1)]",acetamide
ad_c,21.01667438628571,0.0003578915548616923,"[(7.199665965303009e-12, 6), (0.9999999999931924, 1), (0.9999999999932087, 1), (7.18996686730845e-12, 1), (0.9999999999931898, 1), (0.9999999999912393, 1), (0.9999999999937319, 1), (7.245991920198072e-12, 1), (7.199471112184428e-12, 1), (0.9999999999931973, 1), (0.9999999999931967, 1), (0.9999999999931982, 1)]",acetamide
ac_e,21.01667438628262,0.00035789155486193254,"[(1.028639399192104e-12, 5), (0.9999999999933569, 1), (0.9999999999934299, 1), (1.0135900287199634e-12, 1), (0.999999999993355, 1), (0.9999999999918951, 1), (0.9999999999941177, 1), (8.583793571341543e-13, 1), (0.9999999999933671, 1), (1.0322332787078391e-12, 1), (1.0384102591255088e-12, 1), (0.9999999999933703, 1), (0.9999999999933787, 1)]",Acetate
4mop_c,20.857142331849662,0.0003704954440178298,"[(0.999999999999907, 1), (0.9999999999999538, 1), (0.02070818697105578, 1), (0.9999999999999121, 1), (0.9999999999993854, 1), (0.9999999999997053, 1), (0.4496130247590512, 1), (0.4424530953345256, 1), (0.21414702895148333, 1), (0.09421281597007178, 1), (2.518374397908474e-12, 1), (0.9999999999999154, 1), (0.44961302475909715, 1), (0.4496130247451068, 1), (0.44961302475908105, 1), (0.9999999999999185, 1), (0.9999999999999174, 1)]",4-Methyl-2-oxopentanoate
leu__L_e,20.755601586845742,0.0003787801986482772,"[(0.9999999999998542, 1), (0.9999999999998995, 1), (0.026036480736958655, 1), (0.9999999999998589, 1), (0.9999999999993433, 1), (0.9999999999995867, 1), (0.17235866121743074, 1), (0.20861172280930143, 1), (0.32084221329586027, 1), (0.025507167231433668, 1), (2.3972143714523497e-12, 1), (0.9999999999998629, 1), (0.1723586612174569, 1), (0.1723586612111869, 1), (0.17235866121325588, 1), (0.9999999999998662, 1), (0.9999999999998636, 1)]",L-Leucine
3c3hmp_c,19.10886507576171,0.0005474327914556976,"[(0.9999999999998883, 1), (0.9999999999999412, 1), (0.01974613380950635, 1), (0.9999999999998963, 1), (0.9999999999993794, 1), (0.9999999999995832, 1), (0.5606707749453596, 1), (0.4453794626476638, 1), (0.2880438427714136, 1), (0.10566759064128245, 1), (2.830347067828143e-12, 1), (0.9999999999998981, 1), (0.5606707749453901, 1), (0.5606707749375243, 1), (0.5606707749453781, 1), (0.9999999999999034, 1), (0.9999999999999003, 1)]",3-Carboxy-3-hydroxy-4-methylpentanoate
3c2hmp_c,19.108865075761695,0.0005474327914556992,"[(0.9999999999998883, 1), (0.9999999999999409, 1), (0.019746133809506294, 1), (0.9999999999998961, 1), (0.9999999999993792, 1), (0.999999999999583, 1), (0.5606707749453594, 1), (0.44537946264766376, 1), (0.2880438427714134, 1), (0.10566759064128245, 1), (2.830347067828143e-12, 1), (0.9999999999998979, 1), (0.5606707749453901, 1), (0.5606707749375239, 1), (0.5606707749453781, 1), (0.999999999999903, 1), (0.9999999999999001, 1)]",3-Carboxy-2-hydroxy-4-methylpentanoate
