,F_value,pvalue,value_counts,name
d2hdodcoa_c,16.333009455558617,0.00031171788370339983,"[(0.3653287511503249, 1), (0.5560675069007146, 1), (0.1703740993204641, 1), (0.9030158022580284, 1), (0.7203916007900375, 1), (0.39084781225297216, 1), (0.3354500427124911, 1), (0.1724312935953678, 1), (0.13982287263555282, 1), (0.09126971132931838, 1), (0.8983602994375652, 1), (0.36182135668339854, 1), (0.9030158022557242, 1), (0.8912760573232079, 1), (0.3775253479844991, 1), (0.27964799852835376, 1), (0.10037617620067052, 1), (0.16892389912706451, 1), (0.3775253479841454, 1), (0.8912760573221261, 1), (0.3775253479841669, 1), (0.17388149379716578, 1), (0.9030158022575983, 1), (0.39391678241222317, 1), (0.6938409448937617, 1), (0.3775253479836027, 1), (0.9030158022580299, 1), (0.0, 1), (0.3775253479813565, 1), (0.3653287511497776, 1), (0.9030158022580306, 1), (0.8912760573221203, 1), (0.9030158022580232, 1), (0.3775253479844345, 1)]",d2h-dodecanoyl-CoA
c3dodcoa_c,11.644987633241124,0.0017629160334775773,"[(0.36609795189880057, 1), (0.0960773918043718, 1), (0.1707328224822886, 1), (0.9049171046570189, 1), (0.7219083874014895, 1), (0.39167074345884734, 1), (0.3361563337534186, 1), (0.17279434818572414, 1), (0.1431168486661598, 1), (0.09146187997207278, 1), (0.9002517996618215, 1), (0.3625831726026194, 1), (0.9049171046547093, 1), (0.893152641655081, 1), (0.37832022870309534, 1), (0.2802367982028946, 1), (0.10058751853170689, 1), (0.16927956888816253, 1), (0.37832022870274074, 1), (0.893152641653997, 1), (0.3783202287027623, 1), (0.17424760178826615, 1), (0.37832022870232707, 1), (0.3947461753436976, 1), (0.6983014075874319, 1), (0.3783202287021965, 1), (0.9049171046570201, 1), (0.0, 1), (0.3783202286999463, 1), (0.3660979518982521, 1), (0.9049171046570209, 1), (0.8931526416539912, 1), (0.904917104657013, 1), (0.3783202287030307, 1)]",c3-dodecanoyl-CoA
t2dodcoa_c,11.618064370685344,0.0017816701892279653,"[(0.3653287511503247, 1), (0.09288224939257606, 1), (0.17037409932046366, 1), (0.9030158022580284, 1), (0.7203916007900375, 1), (0.39084781225297194, 1), (0.3354500427124909, 1), (0.17243129359536757, 1), (0.13982287263555282, 1), (0.09126971132931838, 1), (0.8983602994375648, 1), (0.3618213566833983, 1), (0.9030158022557238, 1), (0.8912760573232077, 1), (0.3775253479844991, 1), (0.27964799852835376, 1), (0.10037617620067052, 1), (0.16892389912706407, 1), (0.3775253479841454, 1), (0.8912760573221259, 1), (0.3775253479841669, 1), (0.17388149379716555, 1), (0.3775253479837326, 1), (0.39391678241222294, 1), (0.6938409448937617, 1), (0.3775253479836025, 1), (0.9030158022580297, 1), (0.0, 1), (0.3775253479813565, 1), (0.36532875114977736, 1), (0.9030158022580304, 1), (0.8912760573221201, 1), (0.9030158022580226, 1), (0.3775253479844345, 1)]",t2-dodecanoyl-CoA
c5tetdcoa_c,8.753265549286578,0.005772147999535157,"[(0.36571294706175816, 1), (0.14383416060753285, 1), (0.1705532722767964, 1), (0.9442337042024503, 1), (0.2682085215648051, 1), (0.4019505472104643, 1), (0.376071067341345, 1), (0.21288088048027665, 1), (0.14146812860522862, 1), (0.09136569460387989, 1), (0.1705532722761618, 1), (0.36220186406331134, 1), (0.41819062086717085, 1), (0.8922133627395048, 1), (0.4181906208697699, 1), (0.2799420887617037, 1), (0.11117343830773119, 1), (0.2093697974804436, 1), (0.4181906208694164, 1), (0.3657129470617613, 1), (0.4181906208694379, 1), (0.17406435528473962, 1), (0.41819062086900316, 1), (0.4050227448347552, 1), (0.1439882679915867, 1), (0.4181906208688795, 1), (0.9442337042024519, 1), (0.0, 1), (0.4181906208666224, 1), (0.3657129470612104, 1), (0.9442337042024526, 1), (0.892213362738415, 1), (0.944233704202445, 1), (0.41819062086937286, 1)]",c5-tetradecanoyl-CoA
gmhep7p_c,7.436550611227874,0.01028533719457454,"[(0.9660764954207607, 5), (0.9660764954207609, 4), (0.9660764954207608, 4), (0.966076495420761, 2), (0.9660764954207606, 2), (0.9660764954207611, 2), (0.9999999999999942, 1), (0.12640929510423926, 1), (0.999999999999994, 1), (0.9660764954207622, 1), (0.9660764954207619, 1), (0.9660764954207582, 1), (0.8823650321486581, 1), (0.9660764954207584, 1), (0.9999999999992134, 1), (0.12640929510423538, 1), (0.9660764954207616, 1), (0.9660764954207613, 1), (0.12640929510425358, 1), (0.9660764954207591, 1), (0.1264092951042327, 1)]",D-Glycero-D-manno-heptose 7-phosphate
pphthiocerol_c,6.556673462468422,0.015369816746654701,"[(0.16742440306579937, 1), (0.24782508863329672, 1), (0.7838013916118823, 1), (0.24666913056860734, 1), (0.2792733715279219, 1), (0.8127731331181404, 1), (0.32984354045384606, 1), (0.24666913056858308, 1), (0.7861412702242807, 1), (0.3455825172266549, 1), (0.7838013916115519, 1), (0.7838013916116425, 1), (0.24666913056857992, 1), (0.7822886030827428, 1), (0.1756555624894613, 1), (0.2771555119298335, 1), (0.11193866493231797, 1), (0.8310009375341172, 1), (0.24666913056860917, 1), (0.16742440306582163, 1), (0.24666913056861117, 1), (0.16742440306361017, 1), (0.1756555624893773, 1), (0.2677400773997829, 1), (0.08063883218611279, 1), (0.8294881490053083, 1), (0.24666913056860595, 1), (0.09994289059910999, 1), (0.8294881490053131, 1), (0.09994289059911265, 1), (0.24666913056861062, 1), (0.16684262657684673, 1), (0.17565556248942343, 1), (0.24666913056833234, 1)]",phenolphtiocerol
pphthdl_c,6.512781830598645,0.01568655983206354,"[(0.1624717010550631, 1), (0.24497067072722933, 1), (0.784604013645914, 1), (0.23963502101057, 1), (0.27557190970640905, 1), (0.8110249314350613, 1), (0.3235860589822156, 1), (0.23963502101058698, 1), (0.7934817417845481, 1), (0.3422933388342737, 1), (0.7846040136455561, 1), (0.7846040136456489, 1), (0.23963502101057815, 1), (0.783077099689686, 1), (0.16795837480961223, 1), (0.2732274070423485, 1), (0.10364653065427065, 1), (0.8294229351332756, 1), (0.2396350210105717, 1), (0.16247170105508563, 1), (0.2396350210105737, 1), (0.16247170105292225, 1), (0.1679583748096129, 1), (0.2609027145231195, 1), (0.08139178471041181, 1), (0.8278960211774444, 1), (0.23963502101056844, 1), (0.0943600904852771, 1), (0.8278960211774561, 1), (0.09436009048528027, 1), (0.239635021010573, 1), (0.16188449231883678, 1), (0.16795837480961323, 1), (0.2396350210102891, 1)]",phenolic-phthiodiolone
prepphth_c,6.499188300350212,0.01578608961657376,"[(0.16297066225247603, 1), (0.24216014491429527, 1), (0.7857628356665141, 1), (0.23882854455725921, 1), (0.27598374265145553, 1), (0.8108244961871585, 1), (0.3228686246826413, 1), (0.23882854455727615, 1), (0.7943233433292629, 1), (0.34298302674941217, 1), (0.7857628356661424, 1), (0.7857628356662363, 1), (0.2388285445572676, 1), (0.7842343021983458, 1), (0.1670758749609444, 1), (0.27384384060029615, 1), (0.10269581884238338, 1), (0.8292420136152006, 1), (0.238828544557261, 1), (0.16297066225249862, 1), (0.23882854455726288, 1), (0.16297066225051898, 1), (0.16707587496094506, 1), (0.2601187955185453, 1), (0.08147811240784314, 1), (0.8277134801474433, 1), (0.2388285445572576, 1), (0.09478680952051877, 1), (0.827713480147455, 1), (0.09478680952052171, 1), (0.23882854455726216, 1), (0.1623828306969038, 1), (0.1670758749609454, 1), (0.23882854455697783, 1)]",phenolic-phthiocerol-precursor
dhlam_c,6.308930977081572,0.017253553617296653,"[(0.8681283014242215, 1), (0.7912221028856066, 1), (0.8681283014262132, 1), (0.8250781395696853, 1), (0.8750514372803722, 1), (0.8250781395696888, 1), (0.8250781395696825, 1), (0.2890988510932948, 1), (0.9965120230581377, 1), (0.8681283014289576, 1), (0.8681283014242356, 1), (0.868128301424326, 1), (0.8250781395700433, 1), (0.8681283014242297, 1), (0.8250781395696902, 1), (0.8681283014243824, 1), (0.8250781395696921, 1), (0.8250781395696922, 1), (0.8250781395697053, 1), (0.8681283014242158, 1), (0.8250781395696847, 1), (0.8681283014244503, 1), (0.8250781395696949, 1), (0.825078139569703, 1), (0.010902511181722026, 1), (0.8250781395696842, 1), (0.8250781395696968, 1), (0.868128301424229, 1), (0.8250781395696838, 1), (0.8681283014242089, 1), (0.8250781395696866, 1), (0.14143182166568902, 1), (0.28909885109340994, 1), (0.2890988510939597, 1)]",Dihydrolipoamide
ppdima_c,5.48431681163158,0.025574623503308903,"[(0.9999999999999994, 9), (0.30763318282505203, 1), (0.40497530577653784, 1), (0.3437176066309824, 1), (0.48101858347868365, 1), (0.45440422190400453, 1), (0.3437176066309736, 1), (0.5483707631587424, 1), (0.3437176066308124, 1), (0.26375289555195036, 1), (0.4694022396780304, 1), (0.0, 1), (0.3437176066309776, 1), (0.30763318282507723, 1), (0.3437176066309887, 1), (0.3076331828161447, 1), (0.2637528955518522, 1), (0.3881828347115269, 1), (0.19223646494193558, 1), (0.3437176066309767, 1), (0.054212694375954884, 1), (0.23164573713636627, 1), (0.3437176066309877, 1), (0.30697807437028934, 1), (0.2637528955519053, 1), (0.3437176066310421, 1)]",phenol-phthiocerol-dimycocerosate-Mtb
