,F_value,pvalue,value_counts
sol,2.101935182689215,0.16769904470063723,"[(6.511361600685047, 1), (7.083129811206255, 1), (95.82555165806508, 1), (5.500370605944264, 1), (783.0387624763242, 1), (782.0482308939779, 1), (503.5404657049563, 1), (780.2595232128882, 1), (783.0912032460767, 1), (3.8105839880013876, 1), (5.676195408447953, 1), (6.557890263098035, 1), (160.12323420295377, 1), (6.374618724031042, 1), (3.654099263671631, 1), (783.025445192648, 1), (783.0713648024691, 1)]"
