,F_value,pvalue,value_counts,name
hgbam_c,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",Hydrogenobyrinate-a-c-diamide
pac_e,27.0,1.7985245242361115e-05,"[(0.49999999999999994, 29)]",Phenylacetic-acid
mmcoa__R_c,27.0,1.7985245242361115e-05,"[(0.9999999999999999, 29)]",R-Methylmalonyl-CoA
prephthcoa_c,13.268270887945981,0.0011300893827205399,"[(0.03516496059935359, 1), (0.23192341510591175, 1), (0.771600487770541, 1), (0.4949174702127189, 1), (0.6898418623515863, 1), (0.742443611378547, 1), (0.6023605650197714, 1), (0.4949174702126518, 1), (0.830316328064, 1), (0.8415274932461493, 1), (0.7716004877708975, 1), (0.841075770190937, 1), (0.4855199137686791, 1), (0.7199541008073379, 1), (0.9037105442196438, 1), (0.6292173650946455, 1), (0.5888135398916685, 1), (0.4949174702127207, 1), (0.39490993296174437, 1), (0.39490993296216925, 1), (0.20108244287249355, 1), (0.18661168905301306, 1), (0.763881759498233, 1), (0.7911049978926241, 1), (0.19886471690847296, 1), (0.3841504908348562, 1), (0.4949174702127154, 1), (0.38415049083506825, 1), (0.1988647169084773, 1)]",phthiocerol-precursor-bound-coenzyme-A
pdima_c,11.016049282617283,0.002592656468136785,"[(0.9999999999999669, 14), (0.21519298197588188, 1), (0.6600690713142177, 1), (0.6561462109445104, 1), (0.6561462109443829, 1), (0.6708510338805069, 1), (0.6561462109445134, 1), (0.48203148566092213, 1), (0.4820314856608312, 1), (0.6003952488791839, 1), (0.5253229294999687, 1), (0.5705346080340754, 1), (0.48203148566093024, 1), (0.6561462109444984, 1), (0.48203148566092247, 1), (0.5705346080340887, 1)]",phthiocerol-dimycocerosate-A-Mtb
phthiocerol_c,9.465461659607941,0.004758042599622783,"[(0.09166318171866444, 1), (0.24657420702655625, 1), (0.9079880530477658, 1), (0.22438011524896606, 1), (0.8511532970918332, 1), (0.5265749568938547, 1), (0.6319001323933451, 1), (0.22438011524886653, 1), (0.68194249770267, 1), (0.6824559082521398, 1), (0.907988053046836, 1), (0.6819424977026884, 1), (0.2330177837618793, 1), (0.8526149848563139, 1), (0.979006292754731, 1), (0.6624245085851915, 1), (0.6624245085851939, 1), (0.22438011524896875, 1), (0.17484806271586084, 1), (0.17484806271590086, 1), (0.21152157842051605, 1), (0.22062924920371316, 1), (0.5615285490711156, 1), (0.5610151385218276, 1), (0.19398132524475242, 1), (0.17484806271586337, 1), (0.22438011524896156, 1), (0.17484806271586087, 1), (0.1939813252447562, 1)]",phthiocerol-A
pre4_c,9.0,0.005745712642685752,"[(0.8512170369716002, 29)]",Precorrin-4
prephth_c,8.906152776699194,0.005970694360740725,"[(0.11381543636291483, 1), (0.23788339197275854, 1), (0.9013679208065841, 1), (0.19582378825706753, 1), (0.846536376616369, 1), (0.4873673963012558, 1), (0.6096280251469077, 1), (0.19582378825704036, 1), (0.6489344147060314, 1), (0.6494297294611825, 1), (0.9013679208056884, 1), (0.6489344147060429, 1), (0.20415701138436332, 1), (0.8479465453749587, 1), (0.9444999965389295, 1), (0.639076531679414, 1), (0.6446134617853578, 1), (0.1958237882570696, 1), (0.15971315470545655, 1), (0.15971315470551023, 1), (0.20406623692282225, 1), (0.22554441533369984, 1), (0.5294222287121517, 1), (0.520593690829981, 1), (0.1871442118178353, 1), (0.15971315470545805, 1), (0.1958237882570639, 1), (0.1597131547054563, 1), (0.18714421181783886, 1)]",phthiocerol-precursor
phthdl_c,8.772643019537629,0.0063074418111771745,"[(0.10370400750525546, 1), (0.24059765838299643, 1), (0.9002425217726031, 1), (0.19226695105366992, 1), (0.84478534576595, 1), (0.48713709238743086, 1), (0.6165839242438289, 1), (0.1922669510536428, 1), (0.6449287314254428, 1), (0.6454296977571605, 1), (0.9002425217716965, 1), (0.6449287314254575, 1), (0.2006952568491413, 1), (0.8462116046503181, 1), (0.9552768086308334, 1), (0.6463684403289565, 1), (0.6519685472009531, 1), (0.1922669510536721, 1), (0.15012542207631757, 1), (0.15012542207639523, 1), (0.20639464719034806, 1), (0.22241285760542218, 1), (0.5240529028949008, 1), (0.5207425012983251, 1), (0.1892795405761612, 1), (0.1501254220763189, 1), (0.19226695105366615, 1), (0.15012542207631738, 1), (0.1892795405761652, 1)]",phthiodolone
arachcoa_c,7.57161967214486,0.010462468654479045,"[(0.07102024820746256, 1), (0.18946250882859528, 1), (0.9082875496258642, 1), (0.511664479010018, 1), (0.758481971545288, 1), (0.5080169958371372, 1), (0.6151583965237896, 1), (0.5116644790099635, 1), (0.42029299635484957, 1), (0.9402934504482069, 1), (0.9082875496260759, 1), (0.43252560700711656, 1), (0.4952199608831281, 1), (0.794179286183719, 1), (1.0, 1), (0.6762263914636856, 1), (0.6302905281782398, 1), (0.5116644790100183, 1), (0.4325256070067069, 1), (0.432525607007189, 1), (0.17777461643218484, 1), (0.15622361753240943, 1), (0.8232152622826597, 1), (0.5116644790096734, 1), (0.18695043028186809, 1), (0.42029299635448464, 1), (0.511664479010012, 1), (0.4202929963547282, 1), (0.18695043028187008, 1)]",arachidyl-coenzyme-A
prepphth_c,7.038552413629909,0.013199056862586414,"[(0.13401726599958952, 2), (0.15312818710418635, 1), (0.2664915945334972, 1), (0.9227447994440008, 1), (0.2949761406173005, 1), (0.21473855047136697, 1), (0.5984720697955804, 1), (0.37891211664136343, 1), (0.294976140617224, 1), (0.7250220980639597, 1), (0.7254100615040541, 1), (0.9227447994432991, 1), (0.7250220980639687, 1), (0.2327648272238453, 1), (0.20921586093837097, 1), (0.08983574973597908, 1), (0.7173007488182901, 1), (0.29497614061730437, 1), (0.23598776991750592, 1), (0.2359877699178432, 1), (0.1781987822631793, 1), (0.26299389116264804, 1), (0.250736675026475, 1), (0.6244971122416159, 1), (0.263581977763221, 1), (0.14501113318315423, 1), (0.29497614061730104, 1), (0.21299173192006687, 1)]",phenolic-phthiocerol-precursor
pphthiocerol_c,7.037926549170695,0.013202697617594052,"[(0.3336078230690539, 2), (0.1543203923905973, 1), (0.28860288422230346, 1), (0.9299289844638547, 1), (0.21641043361653856, 1), (0.639466670910549, 1), (0.4018986752358725, 1), (0.33360782306892234, 1), (0.7577856688932653, 1), (0.7581766528880609, 1), (0.9299289844631466, 1), (0.7577856688932791, 1), (0.27091215301922195, 1), (0.21084474625419158, 1), (0.11057165559750076, 1), (0.7429218890908974, 1), (0.15072649719325348, 1), (0.33360782306905823, 1), (0.2649438816350656, 1), (0.26494388163539356, 1), (0.19962265339405227, 1), (0.2750597116406361, 1), (0.28244597129878835, 1), (0.665694335706884, 1), (0.285670614140703, 1), (0.17325893097558825, 1), (0.24176880411142526, 1), (0.1550971544958421, 1)]",phenolphtiocerol
