,F_value,pvalue,value_counts,name
pphthdl_c,7.195985879441797,0.012317203145031581,"[(0.6994435327957227, 1), (0.759000024742479, 1), (0.09717113032996416, 1), (0.8986076040015393, 1), (0.8198719236080918, 1), (0.3252335936057493, 1), (0.6822131291244068, 1), (0.8986076040015076, 1), (0.23860097414059767, 1), (0.3699046979223547, 1), (0.09717113032986091, 1), (0.40707015945422664, 1), (0.9545769873860498, 1), (0.8049598625442778, 1), (0.9545769873860537, 1), (0.21606125260541736, 1), (0.9572758923948981, 1), (0.8986076040015322, 1), (0.9188157511562054, 1), (0.9188157511565436, 1), (0.9545769873860523, 1), (0.7563011197336054, 1), (0.9080432062772565, 1), (0.3641005105074291, 1), (0.8986076040015327, 1), (0.9848904376169395, 1), (0.8986076040015281, 1), (0.9188157511562063, 1), (0.9545769873860515, 1)]",phenolic-phthiodiolone
pphthiocerol_c,6.963024317664694,0.013646459028882485,"[(0.6775352246440878, 1), (0.763629487898966, 1), (0.10684335285844859, 1), (0.8937151834243149, 1), (0.8292773731498138, 1), (0.31553592382942597, 1), (0.6867395452271888, 1), (0.8937151834243315, 1), (0.2337995112071367, 1), (0.34505682040189034, 1), (0.10684335285834845, 1), (0.3818068673399131, 1), (0.9496639066411454, 1), (0.814370816625525, 1), (0.9496639066411493, 1), (0.2207597409260943, 1), (0.9564216899091066, 1), (0.8937151834243074, 1), (0.9188457189724052, 1), (0.9188457189725914, 1), (0.949663906641208, 1), (0.7608001874860573, 1), (0.9062823892038452, 1), (0.33895522052850124, 1), (0.893715183424308, 1), (0.9848960150607755, 1), (0.8937151834243033, 1), (0.9188457189724062, 1), (0.9496639066411475, 1)]",phenolphtiocerol
ttc_c,6.948722768483602,0.013733031921179278,"[(0.2794285492159475, 1), (0.07619498539419292, 1), (0.29323114375207165, 1), (0.6238914944941575, 1), (0.20584725435539653, 1), (0.03164977434797084, 1), (0.14222893376885606, 1), (0.6238914944940981, 1), (0.11070293753993204, 1), (0.10300240693928472, 1), (0.29323114375204007, 1), (0.02930475092462806, 1), (0.6238914944941566, 1), (0.2932311437520293, 1), (0.8889935715189651, 1), (0.14222893376883106, 1), (0.9368087647039762, 1), (0.6238914944941507, 1), (0.6254046990365005, 1), (0.6254046990365654, 1), (0.6238914944941516, 1), (0.073586807084346, 1), (0.9368840309139496, 1), (0.03624775395474031, 1), (0.623891494494155, 1), (0.6254046990364943, 1), (0.6238914944941395, 1), (0.6254046990365033, 1), (0.623891494494158, 1)]",tetracosanoate-n-C240
hdcea_c,6.671036528726437,0.015539041554488202,"[(0.8288929938625138, 1), (0.7912834821675685, 1), (0.9604391747907168, 1), (0.2665091212553955, 1), (0.9380919430790654, 1), (0.7952350298070334, 1), (0.9806662945151028, 1), (0.9192515762230155, 1), (0.8445300100682664, 1), (0.8447271762391413, 1), (0.9604391747909706, 1), (0.8009216974100609, 1), (0.2665091212554115, 1), (0.9604391747909593, 1), (0.9872722349479837, 1), (0.9999999999999981, 1), (0.9845145653184284, 1), (0.26650912125540727, 1), (0.07453697101032886, 1), (0.8429999763564056, 1), (0.2665091212553845, 1), (0.7940411517970717, 1), (0.975203686114781, 1), (0.7529338401947248, 1), (0.2665091212554421, 1), (0.07453697101035173, 1), (0.2665091212554319, 1), (0.0745369710103122, 1), (0.17078441399573208, 1)]",Hexadecenoate-n-C161
prephth_c,6.381133985511517,0.017706528405227833,"[(0.7687133859865681, 1), (0.7595187337594494, 1), (0.137454652526668, 1), (0.8847339576047588, 1), (0.19041504604556203, 1), (0.46175662400567374, 1), (0.31018893471452397, 1), (0.8847339576047476, 1), (0.334438557238213, 1), (0.5165517451815569, 1), (0.13745465252652145, 1), (0.5700053418376306, 1), (0.8847339576047573, 1), (0.13745465252702593, 1), (0.13691517978563306, 1), (0.31018893471454684, 1), (0.10548441519909002, 1), (0.8847339576047548, 1), (0.9044588214162714, 1), (0.9044588214168467, 1), (0.8847339576047564, 1), (0.7587056866243371, 1), (0.089756782614547, 1), (0.5083997708465321, 1), (0.884733957604755, 1), (0.9044588214162677, 1), (0.8847339576047552, 1), (0.9044588214162718, 1), (0.8847339576047586, 1)]",phthiocerol-precursor
phthdl_c,6.347854908332826,0.017975863873092343,"[(0.7694548626063493, 1), (0.7531116677608974, 1), (0.1365594886096042, 1), (0.879181597580208, 1), (0.18950155948071212, 1), (0.457067166664103, 1), (0.3036417716244863, 1), (0.8791815975801964, 1), (0.33531797870160124, 1), (0.5198457217800849, 1), (0.1365594886094592, 1), (0.5720762186725072, 1), (0.8791815975802064, 1), (0.1365594886099636, 1), (0.13162154178268415, 1), (0.3036417716245086, 1), (0.10049720247918736, 1), (0.8791815975802035, 1), (0.904491875690385, 1), (0.9044918756909607, 1), (0.8791815975802055, 1), (0.7520033506980204, 1), (0.09007169843685758, 1), (0.5116888045713929, 1), (0.8791815975802038, 1), (0.9044918756903814, 1), (0.8791815975802042, 1), (0.9044918756903854, 1), (0.8791815975802078, 1)]",phthiodolone
phthiocerol_c,6.333545794496738,0.01809305143484608,"[(0.8718649143614122, 2), (0.7382513857360959, 1), (0.7592259681317279, 1), (0.1500520572687125, 1), (0.2029392361863403, 1), (0.44314235042320843, 1), (0.31003756810170785, 1), (0.8718649143614685, 1), (0.32835077434839377, 1), (0.484601843640197, 1), (0.15005205726857185, 1), (0.5362140403772073, 1), (0.8718649143614103, 1), (0.15005205726906612, 1), (0.12507995162516994, 1), (0.31003756810173017, 1), (0.09968961834818257, 1), (0.8718649143614072, 1), (0.9040724861794538, 1), (0.9040724861798153, 1), (0.871864914361494, 1), (0.7579342722182323, 1), (0.08797614065622894, 1), (0.47603268524954323, 1), (0.8718649143614075, 1), (0.9040724861794489, 1), (0.8718649143614081, 1), (0.9040724861794542, 1)]",phthiocerol-A
ppdima_c,5.8690909188247575,0.0223931390932851,"[(5.617251455647398e-16, 8), (0.34643250824256244, 1), (0.5181268447339907, 1), (0.7064147066008106, 1), (0.6827634883932531, 1), (0.46461023034226223, 1), (0.7064147066008117, 1), (0.7621989893984569, 1), (0.7054479504904961, 1), (0.8580723214249344, 1), (0.8828360875811766, 1), (0.7064147066007939, 1), (0.7983045737397146, 1), (0.7983045737414959, 1), (0.7621989893985166, 1), (0.513628989809776, 1), (0.8411601258917623, 1), (0.706414706600795, 1), (0.8641607396004098, 1), (0.7064147066008006, 1), (0.7983045737397138, 1), (0.76219898939846, 1)]",phenol-phthiocerol-dimycocerosate-Mtb
gmhep7p_c,5.416628939171428,0.027688296769750147,"[(0.8000577255202704, 2), (3.877453913503359e-14, 2), (0.1756776022437567, 2), (0.14795291876503192, 1), (3.8469227803261674e-14, 1), (0.0, 1), (8.978928711655954e-14, 1), (0.07123523434534425, 1), (0.046140524879984296, 1), (0.07123523434534387, 1), (0.1670111038604255, 1), (3.8441472227646045e-14, 1), (0.1670111038604242, 1), (3.913536161803677e-14, 1), (0.0461405248799823, 1), (0.04614052487998302, 1), (0.04614052487998255, 1), (0.046140524879979966, 1), (0.04614052487998266, 1), (3.905209489118988e-14, 1), (0.046140524880224854, 1), (0.16701110386042556, 1), (0.8000577255202685, 1), (0.0461405248799826, 1), (0.8000577255202754, 1), (0.04614052487998013, 1)]",D-Glycero-D-manno-heptose 7-phosphate
pre3b_c,5.320197044334975,0.028987365559158165,"[(0.0, 27), (0.034446114456146246, 1), (0.03444611445614131, 1)]",Precorrin-3B
prephthcoa_c,4.877318020461678,0.035887056361174625,"[(0.46701452280341826, 1), (0.8497497831991772, 1), (0.25131721593535994, 1), (0.835643446047374, 1), (0.30379990810033286, 1), (0.3605996546057136, 1), (0.37496454230519455, 1), (0.8356434460476946, 1), (0.287240891070035, 1), (0.19909434067601717, 1), (0.2513172159346021, 1), (0.23077975341725265, 1), (0.8356434460473725, 1), (0.2513172159365313, 1), (0.08611104313795767, 1), (0.37496454230521525, 1), (0.08843010353294112, 1), (0.8356434460473707, 1), (0.8964131735149611, 1), (0.8964131735140605, 1), (0.8356434460475319, 1), (0.8482936579823083, 1), (0.05906388938519261, 1), (0.18254726633416227, 1), (0.835643446047368, 1), (0.8964131735151761, 1), (0.8356434460473713, 1), (0.896413173514964, 1), (0.8356434460473737, 1)]",phthiocerol-precursor-bound-coenzyme-A
ptd1ino160_c,4.620396552037679,0.04071424620140955,"[(0.16374539765804727, 1), (0.4829070581062542, 1), (0.9640695445490229, 1), (0.0898448074202994, 1), (0.5595967462740453, 1), (0.2621609606518636, 1), (0.5606935255149357, 1), (0.3734773603851799, 1), (0.47146527326454557, 1), (0.14430215692844833, 1), (0.7113833737838204, 1), (0.07138204173148326, 1), (0.0898448074203119, 1), (0.7113833737837649, 1), (0.7162231913103959, 1), (0.5690944931602826, 1), (0.7698015312273068, 1), (0.27616467764350117, 1), (0.09919317292310162, 1), (0.37100251040905324, 1), (0.08984480742025241, 1), (0.6511933231594571, 1), (0.9827469848828924, 1), (0.10943373463285144, 1), (0.08984480742033296, 1), (0.2234064197385737, 1), (0.08984480742033135, 1), (0.22340641973856157, 1), (0.048250082126665594, 1)]",phosphatidyl-1D-myo-inositol
12dgr160_c,4.323838631623204,0.047206974700769684,"[(0.3785665420469897, 1), (0.47482918720982625, 1), (0.8089800777587408, 1), (0.12007510420512987, 1), (0.537483868043166, 1), (0.36991020432167726, 1), (0.5662786795650244, 1), (0.44634694509923695, 1), (0.4681298245387019, 1), (0.383166876659882, 1), (0.71208901072836, 1), (0.3353280698960221, 1), (0.1200751042051422, 1), (0.712089010728296, 1), (0.8406187310623582, 1), (0.5759425885567411, 1), (0.9002824909300986, 1), (0.19151839285143882, 1), (0.10329568572677855, 1), (0.4159668935493318, 1), (0.12007510420511583, 1), (0.4766014349794057, 1), (0.9767900764997295, 1), (0.33432601043882076, 1), (0.12007510420516854, 1), (0.1032956857267899, 1), (0.12007510420516324, 1), (0.10329568572676945, 1), (0.07222732562268086, 1)]",1-2-Diacyl-sn-glycerol-dihexadecanoyl-n-C160
accb_c,4.304581418702209,0.04766696342837621,"[(0.20817931969672232, 2), (0.7201572882664115, 1), (0.004295743803305219, 1), (0.7488234180697433, 1), (0.7488234180698947, 1), (0.7756560743282065, 1), (0.6675419938496027, 1), (0.20817931969671843, 1), (0.8559577478375305, 1), (0.9999999999999987, 1), (0.7488234180698092, 1), (0.9824914243600136, 1), (0.208179319696721, 1), (0.7488234180698105, 1), (0.2081793196967191, 1), (0.6675419938495963, 1), (0.21247506349986578, 1), (0.20817931969671655, 1), (0.28946074391693255, 1), (0.289460743916932, 1), (0.20817931969672343, 1), (1.5643042416968456e-13, 1), (0.28946074391692744, 1), (0.9998871642898146, 1), (0.20817931969671521, 1), (0.2894607439169332, 1), (0.20817931969672065, 1), (0.2894607439169269, 1)]",apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)]
ala__B_c,4.165187790448634,0.05115012394916179,"[(0.0, 1), (0.5865098873829395, 1), (0.9999999999999998, 1), (0.3488539811069762, 1), (0.9999999999967828, 1), (0.24157068687743766, 1), (0.5546592238287713, 1), (0.3488539811071334, 1), (0.6838565891443409, 1), (0.611023377976138, 1), (0.9999999999993352, 1), (0.1826528161731258, 1), (0.3488539811069784, 1), (0.9999999999993383, 1), (0.3488539811070033, 1), (0.5546592238288601, 1), (0.3807046446610727, 1), (0.34885398110708343, 1), (0.7941947572774817, 1), (0.7941947572773791, 1), (0.34885398110697663, 1), (0.5546592238288486, 1), (0.7941947572755492, 1), (0.7522379120257989, 1), (0.34885398110694266, 1), (0.7941947572773576, 1), (0.3488539811070146, 1), (0.7941947572774899, 1), (0.3488539811069489, 1)]",beta-Alanine
arach_c,4.090002732169146,0.05314660527091065,"[(0.22704736304774265, 1), (0.02756358529626607, 1), (0.3075896094856054, 1), (0.4586627829048704, 1), (0.15454365859839317, 1), (0.027254818472994102, 1), (0.12789501562359448, 1), (0.4586627829048448, 1), (0.07821497496732104, 1), (0.10518992022212706, 1), (0.3075896094855618, 1), (0.04287535014768501, 1), (0.45866278290487067, 1), (0.30758960948555125, 1), (0.849451517656332, 1), (0.12789501562355823, 1), (0.9169458640334291, 1), (0.45866278290486723, 1), (0.4478065756773783, 1), (0.44780657567740895, 1), (0.45866278290486157, 1), (0.026709200187005788, 1), (0.9069603302301086, 1), (0.05440624946680388, 1), (0.45866278290487705, 1), (0.44780657567737486, 1), (0.45866278290486434, 1), (0.4478065756773793, 1), (0.4586627829048717, 1)]",Arachidic-acid
etha_e,4.084995377644837,0.05328264354794021,"[(1.0802833468016829e-14, 2), (0.16384189549222888, 1), (0.9102448786252885, 1), (0.6884681565949907, 1), (0.09593187598642001, 1), (0.6057036895065561, 1), (0.5011166003096836, 1), (0.522372351892536, 1), (0.7463508181900613, 1), (0.6280686891712761, 1), (0.1319925790999967, 1), (0.3021658317959207, 1), (0.06493594610351075, 1), (0.0959318759864251, 1), (0.6884681565952091, 1), (0.09593187598642795, 1), (0.927939561601177, 1), (0.09239892163628723, 1), (0.09593187598641774, 1), (0.7657275718028673, 1), (0.09593187598642587, 1), (0.522372351892532, 1), (0.06374488345857675, 1), (0.09593187598642874, 1), (1.0132356796541247e-14, 1), (0.09593187598643271, 1), (0.0, 1), (0.0005479119669774816, 1)]",Ethanolamine
etha_c,4.08499537764479,0.05328264354794141,"[(1.0802833468016829e-14, 2), (0.1638418954922289, 1), (0.9102448786252886, 1), (0.6884681565949908, 1), (0.09593187598642003, 1), (0.6057036895065561, 1), (0.5011166003096835, 1), (0.5223723518925361, 1), (0.7463508181900614, 1), (0.6280686891712761, 1), (0.1319925790999967, 1), (0.30216583179592144, 1), (0.06493594610351075, 1), (0.0959318759864251, 1), (0.6884681565952092, 1), (0.09593187598642797, 1), (0.9279395616011771, 1), (0.09239892163629017, 1), (0.09593187598641775, 1), (0.7657275718028673, 1), (0.09593187598642589, 1), (0.522372351892532, 1), (0.06374488345857683, 1), (0.09593187598642876, 1), (2.4281598162056177e-14, 1), (0.09593187598643273, 1), (0.0, 1), (0.0005479119669774816, 1)]",Ethanolamine
leu__L_c,3.9192224657407264,0.058014834639203254,"[(0.09274262767662914, 1), (0.44860265873490823, 1), (0.9055970996375905, 1), (0.27731721356410166, 1), (1.0, 1), (0.1986994302520542, 1), (0.4386174522080075, 1), (0.27731721356389183, 1), (0.7530550415871597, 1), (0.8542209302679598, 1), (0.9055970996380103, 1), (0.16846254065665114, 1), (0.277317213564096, 1), (0.9055970996380238, 1), (0.27731721356408556, 1), (0.4386174522080044, 1), (0.2873024200909998, 1), (0.2773172135640617, 1), (0.628159405539462, 1), (0.6281594055522535, 1), (0.27731721356409544, 1), (0.438617452207981, 1), (0.17351200010939088, 1), (0.8535215168196476, 1), (0.27731721356401917, 1), (0.6281594055393793, 1), (0.2773172135640518, 1), (0.628159405539459, 1), (0.27731721356409045, 1)]",L-Leucine
occoa_c,3.8411619721825203,0.06040545072907433,"[(0.0372250028381097, 1), (0.8646380643052223, 1), (0.9999999999983402, 1), (0.3607679801754233, 1), (0.928569032229865, 1), (0.4466559096109414, 1), (0.8998048445889959, 1), (0.36076798017614814, 1), (0.5624526633943339, 1), (0.09014615340579651, 1), (0.9999999999970735, 1), (0.06563044578350635, 1), (0.36076798017542705, 1), (1.0, 1), (0.5446231544199263, 1), (0.8998048445889852, 1), (0.5764476883829148, 1), (0.36076798017543216, 1), (0.4290914104785986, 1), (0.42909141047560734, 1), (0.36076798017574513, 1), (0.8659712450158796, 1), (0.5338402914159015, 1), (0.07499751694793408, 1), (0.3607679801754306, 1), (0.4290914104790467, 1), (0.3607679801754436, 1), (0.4290914104786015, 1), (0.36076798017542394, 1)]",Octanoyl-CoA-n-C80CoA
ttdca_c,3.786907347896141,0.06213235322485146,"[(0.33863189038346536, 1), (0.26834842154815997, 1), (0.5820444331066034, 1), (0.0784230538841198, 1), (0.3121880676655129, 1), (0.12119859307724912, 1), (0.41769504658483125, 1), (0.07842305388421672, 1), (0.3400543709674627, 1), (0.3959419458223641, 1), (0.5820444331065556, 1), (0.4697204929799419, 1), (0.07842305388412874, 1), (0.5820444331065466, 1), (0.861872852345644, 1), (0.4176950465847864, 1), (0.7250086733020749, 1), (0.07842305388413495, 1), (0.03498495414920971, 1), (0.03498495414911745, 1), (0.07842305388410564, 1), (0.2735221840189795, 1), (0.6892022559136828, 1), (0.41621900022037545, 1), (0.0784230538841515, 1), (0.03498495414921565, 1), (0.07842305388415566, 1), (0.034984954149203384, 1), (0.07842305388412346, 1)]",tetradecanoate-n-C140
2agpe160_c,3.7257225966905048,0.06414696461745134,"[(0.14730429084901664, 1), (0.7990412325701017, 1), (0.9999999999999203, 1), (0.1936641993729847, 1), (0.7022948476815817, 1), (0.4578650345867292, 1), (0.6524900347900355, 1), (0.6675929411415122, 1), (0.5735760560593521, 1), (0.12691696278824036, 1), (0.7185202292631814, 1), (0.047315674921766554, 1), (0.1936641993729958, 1), (1.0, 1), (0.7169798700266674, 1), (0.9480071929289575, 1), (0.8030728710809278, 1), (0.19366419937298884, 1), (0.13499757720683217, 1), (0.6929461255887929, 1), (0.1936641993729771, 1), (0.5169893968314723, 1), (0.7498626785501825, 1), (0.07289125659687161, 1), (0.19366419937301255, 1), (0.13499757720684247, 1), (0.19366419937301457, 1), (0.13499757720682307, 1), (0.12416253034184307, 1)]",2-Acyl-sn-glycero-3-phosphoethanolamine-n-C160
pa160_c,3.6826938790115107,0.06560791653472693,"[(0.25321924623413294, 1), (0.43267543009237597, 1), (0.7698198477441516, 1), (0.12115081008825482, 1), (0.5936504858942251, 1), (0.3452952474905938, 1), (0.6227032588675353, 1), (0.450345592761764, 1), (0.3862758765586778, 1), (0.2472555111263703, 1), (0.7698198477442508, 1), (0.20381076976692813, 1), (0.12115081008826731, 1), (0.7698198477441863, 1), (0.8481495054094218, 1), (0.6324537430392211, 1), (0.9083477695603265, 1), (0.1211508100882635, 1), (0.032137750244715935, 1), (0.4196933782152301, 1), (0.12115081008824077, 1), (0.43446355473637094, 1), (0.913457435538419, 1), (0.19797709869222366, 1), (0.12115081008829379, 1), (0.03213775024472748, 1), (0.12115081008828801, 1), (0.032137750244707386, 1), (0.07287438197636066, 1)]",1-2-dihexadecanoyl-sn-glycerol-3-phosphate
leu__L_e,3.5677703327317114,0.06969778548686122,"[(0.09322342347126483, 1), (0.3054906569578675, 1), (0.8342631563258704, 1), (0.1695138252774451, 1), (0.9434934950441799, 1), (0.11238330275402811, 1), (0.29393711901656894, 1), (0.16951382527719921, 1), (0.7538090530657138, 1), (0.999999999999506, 1), (0.8342631563262294, 1), (0.2065326288844103, 1), (0.16951382527743417, 1), (0.8342631563262592, 1), (0.16951382527742248, 1), (0.2939371190165627, 1), (0.18106736321874123, 1), (0.1695138252773938, 1), (0.5754612201036788, 1), (0.5754612201184768, 1), (0.16951382527743394, 1), (0.29393711901653585, 1), (0.04940439449904072, 1), (0.999190732831124, 1), (0.16951382527734538, 1), (0.5754612201035811, 1), (0.1695138252774379, 1), (0.5754612201036698, 1), (0.1695138252774358, 1)]",L-Leucine
12dgr_TB_c,3.5665672264030968,0.06974210057527173,"[(0.7762599032228635, 1), (0.973633517679098, 1), (0.6848555103570174, 1), (0.5657149386155154, 1), (0.8480456188494947, 1), (0.9663478693312286, 1), (0.8681533659742273, 1), (0.5657149386155345, 1), (0.9205838746791484, 1), (0.8878560188829043, 1), (0.6848555103570602, 1), (0.9477588145431951, 1), (0.5657149386155136, 1), (0.6848555103570728, 1), (0.15622811637144274, 1), (0.8681533659742636, 1), (0.0858525233168208, 1), (0.5657149386155167, 1), (0.5786142498036722, 1), (0.5786142498036468, 1), (0.5657149386155247, 1), (0.9741806240159778, 1), (0.09749134334932286, 1), (0.9355252856819953, 1), (0.5657149386155067, 1), (0.5786142498036747, 1), (0.5657149386155191, 1), (0.578614249803671, 1), (0.5657149386155133, 1)]","1,2-Diacyl-sn-glycerol"
