,F_value,pvalue,value_counts,name
hdcea_c,16.34769404467974,0.000310127096076125,"[(0.1319598786984184, 1), (0.9076394525641283, 1), (0.908445280492091, 1), (5.537348357620431e-12, 1), (0.9206288983928461, 1), (0.9378193475475021, 1), (0.9490728778062115, 1), (0.8223649942471718, 1), (0.4634535458039405, 1), (0.937411558841539, 1), (0.45664524740801204, 1), (0.9084452804920774, 1), (0.8493888802515118, 1), (0.4081829406152101, 1), (8.252953875853564e-12, 1), (0.9084452804920196, 1), (0.9359690075404533, 1), (0.9084452804920451, 1), (5.529909863355442e-12, 1), (5.431877170281041e-12, 1), (5.526579194281567e-12, 1), (0.771834683750084, 1), (5.534350755453943e-12, 1), (0.9076394525641494, 1), (0.860956728434213, 1), (0.4566452474083514, 1), (5.536238134595806e-12, 1), (0.9356640795765994, 1), (0.8223649942471271, 1), (5.409228620578688e-12, 1), (0.34586787437442157, 1), (5.511147094239277e-12, 1), (5.55144819003317e-12, 1), (0.34586787437323485, 1)]",Hexadecenoate-n-C161
ppa_c,15.868010676159189,0.00036687956390919177,"[(0.55928032294241, 2), (0.1928198891554647, 1), (0.5592803229425237, 1), (0.21969001853669504, 1), (0.5592803229304717, 1), (0.43555375481147235, 1), (0.5592803229425354, 1), (0.46631357917813976, 1), (0.5153124406582499, 1), (0.42551114778391436, 1), (0.5146798120675796, 1), (0.5592803229443887, 1), (0.1867640457186749, 1), (0.19281988915350368, 1), (0.21969001853891365, 1), (0.5592803229389073, 1), (0.41540759757151524, 1), (0.5592803229425041, 1), (0.21969001853670483, 1), (0.21969001853780679, 1), (0.2196900185366539, 1), (0.21969001853987655, 1), (0.21969001853670386, 1), (0.21969001853665, 1), (0.5146798120675209, 1), (0.21969001853671563, 1), (0.38676600063957106, 1), (0.4663135791779831, 1), (0.2196900185366108, 1), (0.46631357917817995, 1), (0.2196900185366862, 1), (0.2196900185367019, 1), (0.466313579170861, 1)]",Propionate-n-C30
ppa_e,15.868010676158438,0.00036687956390928946,"[(0.5592803229424101, 2), (0.1928198891554647, 1), (0.5592803229425237, 1), (0.21969001853669504, 1), (0.5592803229304717, 1), (0.43555375481147235, 1), (0.5592803229425354, 1), (0.46631357917813976, 1), (0.5153124406582499, 1), (0.42551114778391436, 1), (0.5146798120675797, 1), (0.5592803229443888, 1), (0.1867640457186749, 1), (0.1928198891535037, 1), (0.21969001853891365, 1), (0.5592803229389073, 1), (0.4154075975715153, 1), (0.5592803229425041, 1), (0.21969001853670483, 1), (0.2196900185378068, 1), (0.21969001853665393, 1), (0.21969001853987655, 1), (0.2196900185367039, 1), (0.21969001853669912, 1), (0.5146798120675209, 1), (0.21969001853671563, 1), (0.38676600063957106, 1), (0.4663135791779831, 1), (0.21969001853661083, 1), (0.46631357917817995, 1), (0.21969001853668627, 1), (0.21969001853670192, 1), (0.4663135791708611, 1)]",Propionate-n-C30
1hdecg3p_c,12.883944864628175,0.0010924407894227289,"[(0.06604400190298959, 1), (0.9709505057049646, 1), (0.9715154817757499, 1), (3.878675158830447e-12, 1), (0.9800575691513946, 1), (0.6139332448572186, 1), (0.9999999999945564, 1), (0.5765704154257596, 1), (0.2924916417748478, 1), (0.6203350481509591, 1), (0.2936849876315999, 1), (0.971515481775677, 1), (0.5630757469672453, 1), (0.25970745629757985, 1), (5.510036871214652e-12, 1), (0.9715154817758949, 1), (0.6474542728272368, 1), (0.9715154817757137, 1), (3.874789378244259e-12, 1), (3.668176873361517e-12, 1), (3.869404796574827e-12, 1), (0.5411429807489139, 1), (3.877398402352128e-12, 1), (0.9709505057049708, 1), (0.603627564462875, 1), (0.2936849876318518, 1), (3.879063736889066e-12, 1), (0.6485232169336862, 1), (0.5765704154257258, 1), (3.801903236677617e-12, 1), (0.24249230622109502, 1), (3.8635206145443135e-12, 1), (3.887168364968829e-12, 1), (0.2424923062203514, 1)]",1-hexadecanoyl-sn-glycerol-3-phosphate
octa_c,12.371689011396434,0.0013288539328425147,"[(8.940626017306386e-13, 2), (0.07381723226804493, 1), (0.48067935947179674, 1), (0.704486997301032, 1), (0.3768616181217108, 1), (0.4832418079059529, 1), (0.426287209787893, 1), (0.008603437362535105, 1), (0.6137960412005731, 1), (0.4808880475854461, 1), (0.6054408082296687, 1), (0.7044869973010958, 1), (0.3212963805308557, 1), (0.5942127581650153, 1), (3.739897280752302e-12, 1), (0.7044869973008949, 1), (0.4722290593561531, 1), (0.7044869973010552, 1), (8.97171226199589e-13, 1), (8.312239785368547e-13, 1), (8.854028621385623e-13, 1), (3.390621117205228e-12, 1), (0.4806793594717659, 1), (0.2992077520673206, 1), (0.6054408082297364, 1), (8.911760218666132e-13, 1), (0.4707454594186726, 1), (0.2726098778673025, 1), (7.810418978237976e-13, 1), (0.06225048211256756, 1), (8.844036614163997e-13, 1), (9.034994974399524e-13, 1), (0.06225048211244644, 1)]",octanoate-n-C80
dca_c,11.142910866715738,0.002150371484349919,"[(0.07299041613177726, 1), (0.44037548684500716, 1), (0.7428551191518037, 1), (1.3139489496438728e-12, 1), (0.3209577046025679, 1), (0.33295847088084257, 1), (0.3712260297338814, 1), (0.027988212210503738, 1), (0.5524991241820186, 1), (0.33202629387224797, 1), (0.5432870219771361, 1), (0.7428551191518828, 1), (0.38291386844573927, 1), (0.5290126538762404, 1), (4.242717288605036e-12, 1), (0.7428551191516461, 1), (0.5672092042715615, 1), (0.7428551191518358, 1), (1.3171685964152857e-12, 1), (1.16995302334999e-12, 1), (1.3041789870271714e-12, 1), (3.88411525165111e-12, 1), (1.312727704316785e-12, 1), (0.44037548684498296, 1), (0.38038676057381826, 1), (0.5432870219772427, 1), (1.3110623697798474e-12, 1), (0.5654578069770184, 1), (0.3636230812281806, 1), (1.1920464615400306e-12, 1), (0.09619040759422182, 1), (1.3034018309099338e-12, 1), (1.3236078899581116e-12, 1), (0.09619040759406317, 1)]",Decanoate-n-C100
ser__D_e,10.962605894021069,0.0023110153522033707,"[(0.2325118230077739, 1), (0.6750588058798638, 1), (0.6750588058797525, 1), (0.2649608777846877, 1), (0.6750588058654644, 1), (0.4437039475728397, 1), (0.6750588058798659, 1), (0.4351488280905859, 1), (0.4590061757086575, 1), (0.4368783024003233, 1), (0.4546182609536461, 1), (0.6750588058803613, 1), (0.22519863175508012, 1), (0.2325118230128252, 1), (0.26496087778736427, 1), (0.6750588058778122, 1), (0.43685436797007965, 1), (0.6750588058798702, 1), (0.26496087778471183, 1), (0.264960877785794, 1), (0.26496087778469807, 1), (0.2649608777871133, 1), (0.2649608777846923, 1), (0.6750588058798148, 1), (0.26496087778465915, 1), (0.4546182609535478, 1), (0.26496087778468397, 1), (0.41169922306491186, 1), (0.4351488280904607, 1), (0.26496087778455363, 1), (0.43514882809060945, 1), (0.2649608777846796, 1), (0.26496087778468635, 1), (0.4351488280862972, 1)]",D-Serine
pyr_e,10.962605894013393,0.0023110153522104787,"[(0.23277452228177545, 1), (0.6751700282001073, 1), (0.6751700281999863, 1), (0.2652124702516117, 1), (0.6751700281858568, 1), (0.44389435906515723, 1), (0.6751700282000995, 1), (0.43534216786731894, 1), (0.45919134948612444, 1), (0.437071050204906, 1), (0.4548049366461333, 1), (0.6751700282005978, 1), (0.22546383422040706, 1), (0.23277452228685142, 1), (0.26521247025429723, 1), (0.6751700281980452, 1), (0.43704712396703316, 1), (0.6751700282001021, 1), (0.2652124702516134, 1), (0.2652124702527223, 1), (0.2652124702516029, 1), (0.26521247025420386, 1), (0.26521247025162553, 1), (0.6751700282000506, 1), (0.2652124702515865, 1), (0.45480493664603583, 1), (0.2652124702516087, 1), (0.41190058927698375, 1), (0.4353421678672084, 1), (0.26521247025150546, 1), (0.4353421678673549, 1), (0.2652124702516096, 1), (0.2652124702516152, 1), (0.4353421678624149, 1)]",Pyruvate
ser__L_e,10.962605893420642,0.002311015352759274,"[(0.0531404164187108, 1), (0.29673063721136883, 1), (0.2967306372113078, 1), (0.07100128254940018, 1), (0.29673063720344317, 1), (0.16938646089201348, 1), (0.29673063721137016, 1), (0.16467748416355815, 1), (0.17780923468663418, 1), (0.16562943513209288, 1), (0.17539400384028447, 1), (0.2967306372116426, 1), (0.04911503167790561, 1), (0.053140416421490935, 1), (0.07100128255087763, 1), (0.2967306372102399, 1), (0.16561626095313953, 1), (0.2967306372113726, 1), (0.07100128254940587, 1), (0.07100128255001491, 1), (0.07100128254942169, 1), (0.07100128251944025, 1), (0.07100128254941081, 1), (0.29673063721134196, 1), (0.07100128254939024, 1), (0.17539400384022824, 1), (0.07100128254940387, 1), (0.1517701665525995, 1), (0.16467748416349443, 1), (0.07100128254933215, 1), (0.16467748416357797, 1), (0.0710012825494014, 1), (0.07100128254940517, 1), (0.1646774841612046, 1)]",L-Serine
12dgr160_c,9.982525208421965,0.0034420616857501704,"[(0.1091836104874099, 1), (0.658359571272848, 1), (0.9999999999999946, 1), (1.3322676295501878e-14, 1), (0.48551611095996494, 1), (0.5034281475864665, 1), (0.5095900918707638, 1), (0.4238120306049483, 1), (0.31074738017822495, 1), (0.48121288127105544, 1), (0.29330253938156886, 1), (0.8336966257467121, 1), (0.6911801341903062, 1), (0.22507699304692252, 1), (1.821875983409882e-12, 1), (0.8336966257468452, 1), (0.7683632496496878, 1), (0.8336966257468799, 1), (0.06532536524827617, 1), (0.0653253652478274, 1), (0.06532536524827004, 1), (0.3266268262435038, 1), (5.551115123125783e-15, 1), (0.6583595712728518, 1), (0.7940087728772567, 1), (0.30975698424317116, 1), (1.1934897514720433e-14, 1), (0.7715892530659956, 1), (0.6907825735777131, 1), (0.06532536524819646, 1), (0.2874922181287087, 1), (0.0653253652482649, 1), (1.970645868709653e-14, 1), (0.28749221812810405, 1)]",1-2-Diacyl-sn-glycerol-dihexadecanoyl-n-C160
