,sol
1448803_3,-135.69670919029542
1418256_3,-134.91389408754006
1324223_3,-135.71908520929853
1447451_3,-136.1093684053382
1421997_3,-135.6605300003359
1448632_3,-243.4741252484118
1423498_3,-136.68083483246747
1427227_3,-885041.7998757832
1427257_3,-136.46213095149872
1447472_3,-136.29326833275476
1354138_3,-885042.3388897491
1408906_4,-136.67133416766399
1423552_3,-136.53124933640728
1427235_3,-136.31153222554377
1408913_4,-136.62438236730824
1423522_3,-135.69402735868783
1455264_3,-135.7043922151706
1448609_3,-136.11666271220278
1447460_3,-135.15223984428525
1422079_3,-135.72188010348015
1422049_3,-135.65370359874495
1438834_3,-135.63897454552406
1423480_3,-135.65891842116983
1423437_3,-136.28538169743402
1324226_3,-134.91393421870606
1423562_3,-136.31153969749812
1408923_4,-245.24947775777676
1421934_3,-136.50119299450415
1447520_3,-135.55890186729596
1447501_3,-136.27056919457925
1427299_3,-183.8793931138883
1423536_3,-134.93834504289416
1354132_3,-244.774241469943
1324264_3,-135.71113830791504
1447492_3,-136.2482287435575
1295726_3,-136.25475412319946
1447448_3,-134.72190608130506
1397856_3,-135.70189809190506
1402590_3,-595.012202657149
1397916_3,-134.8191163144454
1408935_4,-135.60153887322045
1408905_4,-136.6812038053682
1422026_3,-135.7799202814779
1448498_3,-135.5404733602734
1448399_3,-134.75801419412363
1422084_3,-136.69890740505093
1448482_3,-135.72436060616621
1448737_3,-136.29326832505774
1421952_3,-136.52060077475815
1295774_3,-135.7047180528975
1240677_3,-244.95012056699173
1448530_3,-135.61481779568317
1447509_3,-136.2932021908421
1421924_3,-135.52416396682887
1402591_3,-885042.3568881879
1354119_3,-1216.5561759903594
1423519_3,-581.2297676272709
1354149_3,-136.02712850556384
1423548_3,-136.2853817214567
1447525_3,-136.28237041718288
1427243_3,-135.03862342836305
1400898_3,-136.24154936687592
1423474_3,-136.31153968980612
1397923_3,-135.92227951269962
1447447_3,-136.26778012231927
1448644_3,-134.8818186637257
1455295_3,-136.30330607512818
1408974_4,-136.59163317965638
1773_372,-595.3435062675132
1423574_3,-136.50073224965757
1397896_3,-135.71530779621162
1438871_3,-136.43395964462994
1354133_3,-136.07437284127747
1324292_3,-135.62407310935694
1423484_3,-136.46506169755662
1408918_4,-136.47513811455318
1423456_3,-136.56676008208137
1773_267,-136.28388482959764
1448459_3,-1217.504277147354
1421999_3,-135.62813276527973
1448785_3,-135.70081929890378
1447452_3,-134.9265912863802
1447457_3,-136.3142039906983
1448783_3,-135.64795994523868
1448428_3,-135.70661677049463
1354137_3,-136.40273626947547
1279039_3,-136.2932608338649
1423532_3,-134.70951709257767
1421940_3,-136.29537380533623
1448827_3,-1217.631138029325
1455287_3,-136.63810945974674
1773_346,-136.45730097791434
1448761_3,-134.74052765637003
1324219_3,-136.48500462968266
1448733_3,-136.2307590273482
1427264_3,-136.29059655990386
1421998_3,-135.70592346946765
1448739_3,-595.6401306352578
1423533_3,-245.2560863611647
1397867_3,-135.721905186312
1200348_3,-1217.6391862534574
1400871_3,-245.2683228710361
1422037_3,-136.55378785800625
1402600_3,-136.26512327798562
1448667_3,-244.27170707087026
1324297_3,-136.50289787369783
1427203_3,-136.52297113845026
1262529_3,-136.45633958954636
1422083_3,-135.0943436700231
1773_276,-136.25830095254122
1448484_3,-136.52581950032058
1773_298,-595.3314567173622
1427192_3,-183.81241209062884
1448635_3,-136.5961610982179
1421996_3,-136.70008629001242
1773_327,-136.2296698273278
1423440_3,-135.51703141606424
1427330_3,-136.43602666446213
1354121_3,-135.67588423995272
1438849_3,-136.11547186483185
1423453_3,-136.311539689807
1773_266,-136.24934985253628
1421942_3,-135.70711293035166
1448395_3,-135.6894547519535
1417028_3,-136.4591526383155
1427219_3,-134.92140486956194
1423503_3,-136.2207800611944
1397879_3,-1217.1260392823128
1266446_3,-135.64209596509872
1448707_3,-135.69151576936184
1417010_3,-136.2651232616563
1448537_3,-136.48159499807315
1397904_3,-136.4838107016122
1427325_3,-136.4315615054022
1448580_3,-136.1078516376516
1402598_3,-136.2116771641698
1423563_3,-135.70178551400585
1448812_3,-136.27816168543012
1773_283,-136.26661423311418
1400909_3,-136.41905776671248
1423526_3,-136.55882219911385
1448702_3,-134.89201639243072
1324259_3,-135.671518119665
1427236_3,-136.3115322015207
1448452_3,-136.25870494173012
1448767_3,-595.5798380069104
1306414_3,-136.06219186376308
1455291_3,-135.7300775181994
1400888_3,-136.44265469575998
1448606_3,-135.55730732720863
1417017_3,-136.4015349565895
1324250_3,-135.72427496491383
1447480_3,-135.72698920425398
1448409_3,-135.62409820820798
1448460_3,-135.69693555816568
1448664_3,-1216.8964298616888
1427224_3,-136.31148026445837
1448836_3,-134.82933680981685
1448455_3,-136.7474210408687
