,NNAM_min,CAT_min,MCOATA_min,G3PD1ir_max,DHFS_min,MYC1M1_min,APRAUR_min,FAS240_L_min,FAS260_min,MYCSacp50_min,MYCSacp58_min,MYCSacp56_min,DCPE_min,DCPT_min,ACChex_min,ACCC_min,FAS200_min,MSHS_min,NAGINSP_min,CIGAMS_min,MYC1M2_min,HEMEOS_min,TDPDRR_min,EMB_min,KGD2_max,MCOATA_max,KGD2_min,NNAM_max,G3PD1ir_min,CYO1b_max,FAS180_min,FAS160_min,FAS181_min,FAS80_L_min,FAS161_min,DHPPDA2_max,CAT_max,FAD_10_max,FAD_9_max,NARK_min,FAS140_min,FAS120_min,FAS100_min,DHFR_min,TMDS_min,FAD_19_max,FAD_15_max,FAD_16_max,FAD_18_max,FAD_17_max,ALAR_max,FAD_11_max,FAD_13_max,FAD_12_max,FACOALPREPH_max,FAD_14_max,FACOAL180_max,FACOAL140_max,CYST_II_max,PPCOAC_max,FACOAL161_min,CYO1b_min,MCD_max,CHORS_min,PREPTHS2_max,PPDIMAT_max,FACOAL161_max,FAD_8_max,FACOAL180_min,FAS200_max,PPCOAC_min,FAS100_max,FAS140_max,FAS120_max,PYK_min,PDIMAT_max,FACOAL200_max,PREPTHS_max,NARK_max,FAS80_L_max,CYST_II_min,FAS160_max,PYK_max,MAN1PT2_min,FACOALPREPH_min,FAS181_max,FAS180_max,ADNCYC_min,MYCSacp50_max,PREPTHS_min,NAGINSP_max,ECHA191_max,ECHA191_min,FAD_2_min,FAD_4_min,FAD_5_max,FAD_5_min,FAD_6_max,GXRA_min,MYC1M2_max,FAS240_L_max,MYC1M1_max,FBPA_min,HEMEOS_max,FAD_6_min,ACCC_max,NADH10_min,FACOAL200_min,ECHA192_max,PDIMAT_min,DHFS_max,DCPT_max,DCPE_max,CYSK2_I_min,CYSK2_I_max,CIGAMS_max,ECHA192_min,CHSTEROLt_min,PPDIMAT_min,PREPTHS2_min,ASNt2r_max,APRAUR_max,ALAD_L_min,TDPDRR_max,ACChex_max,TMDS_max,CHSTEROLt_max,EMB_max,MAN1PT2_max,FAD_23_max,FAD_26_min,FAD_26_max,FAD_25_min,FAD_25_max,FAD_24_min,FAD_24_max,FAD_23_min,FAD_4_max,FAD_22_min,FAD_22_max,FAD_21_min,FAD_21_max,FAD_20_min,FAD_20_max,FAD_1_min,FAD_1_max,MYCSacp58_max,FAD_27_max,FAD_27_min,FAD_2_max,NADH9_min,FAD_3_min,FAD_3_max,MSHS_max,ASPt2r_max,FAD_7_max,FAS260_max,FAD_7_min,MYCSacp56_max,FBPA_max,VPAMTr_min,MAN1PT_min,MAN1PT_max,FAS161_max,FACOAL140_min,MCD_min,CHORS_max,ALAR_min,PGCD_min,ACCOAC_max,TYRTA_max,PHETA1_max,VPAMTr_max,ASPt2r_min,ASNt2r_min,NADH5_max,CYSM_II_min,TYRTA_min,PHETA1_min,NADH5_min,CYSM_II_max,PGCD_max,NADH2r_max,FAD_10_min,FAD_9_min,FAD_14_min,FAD_12_min,FAD_11_min,FAD_13_min,FAD_16_min,FAD_18_min,FAD_19_min,FAD_15_min,FAD_17_min,FAD_8_min,ADNCYC_max,ACCOAC_min,ALAALAr_min,ALAALAr_max,DHFR_max,NADH10_max,NADH9_max,GXRA_max,ALAD_L_max,Kabc_min,DHPPDA_max,NADH2r_min,Kabc_max,OXCDC_min,OXCDC_max,DHPPDA_min,DHPPDA2_min
sampled_map_1,0.26452098613510544,-0.3678488083143352,0.008038924342948596,0.0022539865245024804,0.24015676321292223,0.24014935563504353,0.2401495244632889,0.2401493556350432,0.24014935563504314,0.25071225151454185,0.24014935563504347,0.24014981543057448,0.24014935563504347,0.24014935563504347,0.24014922989509876,0.24014922989509876,-0.13800778640752245,0.24014935563504342,0.24014935563504347,0.24014935563504347,0.24731285423359578,0.24015305918333646,0.24014124849355858,0.24014124849355858,0.30533970853775033,-0.1303684635733088,0.2920241887173442,1.205693780190218,-0.0003135394444384275,-0.10425977030868816,-0.08124217558213177,8.495911304398884e-17,0.0,0.0,0.0,-0.37052890965379803,-0.4295924469957167,-0.08351520404468243,-0.08351520404468243,0.01545555442323745,0.024598459289793474,0.024598459289793474,0.024598459289793474,-0.036917242698766735,-0.04566846940439714,-0.07940566253945718,-0.07940566253945718,-0.07940566253401361,-0.07940566253945718,-0.07940566253945718,-0.032847238099273,-0.07715783872580313,-0.07715783872580313,-0.07715783872580313,0.006657658217207959,-0.07506715512527556,0.0028759191528180145,-0.0015702368488598995,0.3015841214401183,-0.13578212888819538,0.06043698870884801,0.0,-0.09600044031240584,-0.08947469454391554,-0.01114087065649084,-0.01114087065649084,-0.12633852140928978,-0.10797070771207327,-0.046523063500687835,0.01968634123573179,-0.06063749256004298,0.03156748675362886,0.03156748675362886,0.03156748675362886,0.16059850129529243,-0.00475860759467422,-0.00475860759467422,-0.004758607594674227,0.06198824211108888,0.03195915114837283,0.34581927263357315,0.03145360146690322,0.15218214942133668,0.1041263841633541,-0.05198710109410028,0.03229903038688811,0.031700296080489736,0.06456992704008124,-8.639506798982466e-18,-0.17589336337128356,1.748339191802142e-19,-2.749037068529723e-31,-2.88036525612034e-29,-1.5540267761241023e-30,0.0,0.0,0.0,0.0,-0.013726992024342634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01967066934706058,-0.17589336337128353,0.0,-0.17589336337128353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08692114375090783,-0.08692114375090783,0.0,0.0,-0.013726992024342634,0.0,0.0,-0.0006271900527415026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.982412676695303e-36,0.019661513396870674,-4.338129251267999e-17,1.5154110427429255e-16,3.783065427672221e-18,-1.1378323741968733e-16,-2.453608027306018e-16,-2.6158292759049166e-17,-1.761425134048528e-16,0.14877431882514794,-0.039874927311251085,-0.04784787853722021,0.043167617112681855,0.043167617112681855,0.033109785169423644,-0.1243956207351151,-0.12761750458893092,0.2042659194310831,0.05663050351530106,-0.06668310139094526,-0.08645259409001213,-0.07190843091846619,-0.08195207172223339,-0.10668169139236564,0.08671902801400855,0.08625829962708373,0.19876913679117494,-0.03645412023084615,-0.2156250221959603,-0.21718566840007014,0.22895560800308956,-0.12391763502833056,-0.01991093859966224,0.0,0.023643736038583215,0.023643736038583215,0.02408567566293858,0.024131433442246827,0.024131433442246827,0.024131433442246827,0.02414288820162782,0.02414288820162782,0.02414288820162782,0.02414288820162782,0.024142888201627848,0.024147528613604932,0.08727361995461702,-0.1078162634557655,-0.03280416655180682,-0.14941774993970933,-0.0006271900527415051,-0.12245249706696916,0.32428364215522104,0.02354650965005785,-0.009859741425054264,-1.0669412911400144e-23,0.28006035317060296,0.010037227762127404,-0.0031014592277001994,0.07836518870494882,0.1623104412949918,0.37052890965379814,0.37052890965379814
sampled_map_2,1.2917889026063196,0.370237000210837,0.3367374553260528,0.31426257108338235,0.2440447198187859,0.2440440513779282,0.2440436940740846,0.24404368115392497,0.24404368115392483,0.24404367014768952,0.24404367014768946,0.24404367014768946,0.24404365396649189,0.24404365396649189,0.2440436523276909,0.2440436523276909,0.24404363443505755,0.24404354193137756,0.24404354193137726,0.24404354193137726,0.24404349467429273,0.24404314531214152,0.24404137192044717,0.24404137192044717,0.23752268550795635,0.23687368163127978,0.2356305050016801,0.22644271138312924,0.2164798810001683,0.2120384195497469,0.19185107275830982,0.19185107275830965,0.19185107275830948,0.19185107275830948,0.19185107275830948,0.18795788787306164,0.18477125978782302,0.17390679428303987,0.17390679428303987,0.16830224068237634,0.16174544160766738,0.16174544160766732,0.16174544160766732,0.15980341070758136,0.1577638728747122,0.15439546747204982,0.15439546747204982,0.15439546747204982,0.15439546747204982,0.15439546747204952,0.15316622652438913,0.15305713082575778,0.15305713082575778,0.15305713082575778,0.15113360510549784,0.15001635439383637,0.14975298166897313,0.14922545051143035,0.14804674875553894,0.14510918352673,0.13511257228347184,0.11279342837222708,0.10410175386505383,0.09665940070071317,0.09175851762142513,0.09175851762142513,0.09016266948734254,0.08613118304355621,0.08505712328225387,0.0694728014280372,0.054603396235497974,0.054258027602655294,0.05425802760105811,0.054258027595142845,0.05408744540722734,0.05101650598242838,0.05101650598242838,0.0510165059824283,0.047400693586594975,0.044093940932057124,0.04348748339244199,0.04205554923907203,0.04173118233058905,0.03610905265241116,0.029607027168679884,0.020600185120533944,0.018467419831807805,0.011522088179937953,2.052897129236456e-17,1.706615139563001e-17,1.1381320878164823e-17,2.1276851855690756e-26,1.3295196695525849e-27,8.952992760629068e-32,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.72289599940886e-24,-2.2843273895843453e-17,-6.432539097889866e-17,-7.633470808861107e-17,-1.2249403214320917e-16,-2.0998952157632479e-16,-2.3336238209893136e-16,-2.674957613964978e-16,-4.032059943227921e-16,-2.60216941937107e-05,-2.60216941937107e-05,-0.0009894192599023805,-0.0020698179989553952,-0.0020698179989553952,-0.004864846611358695,-0.016903988433963606,-0.021530341604352816,-0.024605544356955313,-0.028279471954182463,-0.03479378093925596,-0.03516944421705806,-0.037802140878814484,-0.04026137564356056,-0.041660867729473604,-0.042063710008963674,-0.042065854414769684,-0.04820644283938481,-0.05777669631090113,-0.05876828066513502,-0.05909867764808429,-0.07021859715544056,-0.07406404177784014,-0.1149008552702331,-0.11780943781193816,-0.1186481092548603,-0.1186481092548603,-0.1231978304283448,-0.12366890733024438,-0.12366890733024438,-0.12366890733024438,-0.12378683926472318,-0.12378683926472318,-0.12378683926472318,-0.12378683926472318,-0.12378683926472334,-0.12383460557831855,-0.12450352314062933,-0.12607751654226085,-0.12818794384094864,-0.13240629357874345,-0.14456514699786802,-0.15471760888053454,-0.15516606299227562,-0.16766382319433468,-0.17153841720452545,-0.17605993758666613,-0.21011779019438703,-0.21651420598992643,-0.23647809686943994,-0.24210705262652077,-0.26435140116763955,-0.6103982165344405,-0.6111232040961162
