,F_value,pvalue,value_counts,name
meoh_e,inf,0.0,"[(0.9999999999999999, 34)]",Methanol
meoh_c,inf,0.0,"[(0.9999999999999999, 34)]",Methanol
hia_e,inf,0.0,"[(0.9999999999999998, 34)]","3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate"
mcbtt_c,25.196304430298643,1.8771646567785562e-05,"[(1.0, 21), (0.5708411391104804, 1), (0.5522526818063431, 1), (0.5745960668042778, 1), (0.5819010843702441, 1), (0.709916577153147, 1), (0.5692651593072018, 1), (0.525838188325707, 1), (0.39253577147126184, 1), (0.4960300980451927, 1), (0.32670351516006235, 1), (0.2679368995434104, 1), (0.26793689954341404, 1), (0.2713299751417957, 1)]",mycobactin-T
fmcbtt_c,25.07987627270326,1.9416015536184757e-05,"[(0.9992334640094865, 3), (0.9985726536472602, 2), (0.999611017015207, 1), (0.9992334640094864, 1), (0.5712055603137502, 1), (0.5520052785857542, 1), (0.575030843385489, 1), (0.9990919996116534, 1), (0.9992334640094866, 1), (0.998586014764632, 1), (0.9993482008176988, 1), (0.9993277736080418, 1), (0.5789815883829271, 1), (0.7099144945242353, 1), (0.9989430636808868, 1), (0.5697280432696812, 1), (0.9985726536472608, 1), (0.9965856322459095, 1), (0.9985726536472601, 1), (0.5267378304867387, 1), (0.39150132666534077, 1), (0.9990919996116535, 1), (0.5039684865976651, 1), (0.9973647120056224, 1), (0.32705049895047844, 1), (0.9973647120056218, 1), (0.2710552737888642, 1), (0.9999999999999978, 1), (0.27105527378886873, 1), (0.2710392449604805, 1), (1.0, 1)]",Iron-II-mycobactin-T
metsox__R__L_c,21.92207326259834,4.994492662019842e-05,"[(0.7986166132770929, 1), (0.9428873581995088, 1), (0.8843012296648396, 1), (0.6247165213670117, 1), (0.8918199574540158, 1), (0.7408524694639858, 1), (0.9428873581995123, 1), (0.6246831659336154, 1), (0.8067995669897967, 1), (0.7479546535391713, 1), (0.9627752625150099, 1), (0.8843012296649031, 1), (0.8417311846610522, 1), (0.7479546535391205, 1), (0.624716521367008, 1), (0.9428873581995112, 1), (0.30334929787637854, 1), (0.8843012296648434, 1), (0.6247165213670017, 1), (0.39005225005551747, 1), (0.6247165213670032, 1), (0.40096701869565754, 1), (0.1570124332506122, 1), (0.9344530770052344, 1), (0.3862050997995665, 1), (0.9428873581995059, 1), (0.1570124332506153, 1), (0.4009670186956735, 1), (0.3902099130931572, 1), (0.3748291060407636, 1), (0.6088160431101299, 1), (0.37482910604078057, 1), (0.4190891811493138, 1), (0.4453181764283346, 1)]",L-methionine-R-sulfoxide
ala__B_c,20.897583639260194,6.874545394694634e-05,"[(0.7468048571176624, 1), (0.7415826656777598, 1), (0.741582665677722, 1), (0.4488474271659547, 1), (0.7770141465670433, 1), (0.8259588575676468, 1), (0.7415826656777675, 1), (0.4480422384992524, 1), (0.7922401096737954, 1), (0.7311730088257845, 1), (0.9675419320850999, 1), (0.7415826656749566, 1), (0.8340157929931643, 1), (0.7311730088245778, 1), (0.44884742716586745, 1), (0.7415826656777454, 1), (0.04325984265520222, 1), (0.7415826656777474, 1), (0.448847427165907, 1), (0.2041962253234768, 1), (0.44884742716591275, 1), (0.4488474271659013, 1), (0.3089737960150676, 1), (0.8259588575676706, 1), (0.0, 1), (0.7415826656777954, 1), (0.3089737960150736, 1), (0.4488474271658899, 1), (0.30897379601431796, 1), (0.2878438309925735, 1), (0.3983592525738694, 1), (0.2878438309925695, 1), (0.21489113548087024, 1), (0.39835925257372706, 1)]",beta-Alanine
ala__L_c,19.856598205319685,9.578093836375994e-05,"[(0.6409771254348464, 1), (0.6076692157576613, 1), (0.6076692157576439, 1), (0.3187972248222224, 1), (0.5762123745929223, 1), (0.6598142335041998, 1), (0.6076692157576528, 1), (0.3182253335806853, 1), (0.5626944326083716, 1), (0.6076692157576551, 1), (0.6872038563202642, 1), (0.6076692157576504, 1), (0.7483102540792199, 1), (0.6076692157576185, 1), (0.3187972248222315, 1), (0.6076692157576552, 1), (0.030725625123455558, 1), (0.607669215757649, 1), (0.31879722482223516, 1), (0.1450318883709214, 1), (0.31879722482220596, 1), (0.31879722482222106, 1), (0.2194509375585194, 1), (0.6598142335042267, 1), (0.0, 1), (0.6076692157576835, 1), (0.2194509375587499, 1), (0.31879722482222206, 1), (0.21945093755826517, 1), (0.20444322268268444, 1), (0.2829376231578016, 1), (0.2044432226826991, 1), (0.15262802788635876, 1), (0.2829376231577061, 1)]",L-Alanine
ala__D_c,19.856598205319518,9.57809383637654e-05,"[(0.6409771254348464, 1), (0.6076692157576615, 1), (0.6076692157576438, 1), (0.3187972248222224, 1), (0.5762123745929223, 1), (0.6598142335041998, 1), (0.6076692157576526, 1), (0.3182253335806853, 1), (0.5626944326083716, 1), (0.6076692157576551, 1), (0.687203856320265, 1), (0.6076692157576825, 1), (0.7483102540792199, 1), (0.6076692157576444, 1), (0.3187972248222315, 1), (0.6076692157595442, 1), (0.03072562512345578, 1), (0.607669215757649, 1), (0.31879722482223516, 1), (0.1450318883709214, 1), (0.31879722482220596, 1), (0.31879722482222106, 1), (0.21945093755851963, 1), (0.6598142335042267, 1), (0.0, 1), (0.6076692157576834, 1), (0.21945093755875011, 1), (0.31879722482222195, 1), (0.21945093755826517, 1), (0.20444322268268467, 1), (0.2829376231578017, 1), (0.2044432226826991, 1), (0.15262802788635899, 1), (0.2829376231577061, 1)]",D-Alanine
hom__L_c,19.665739298204183,0.00010186668924796707,"[(0.12362291132709369, 2), (0.7538769228150801, 1), (0.6908523483193414, 1), (0.6908523483193352, 1), (0.4818960929908225, 1), (0.6949734555897548, 1), (0.7177448892741363, 1), (0.6908523483193499, 1), (0.4812257337884348, 1), (0.6967444181814787, 1), (0.6956954213671931, 1), (0.9848989456482966, 1), (0.6908523483186637, 1), (0.8496606400539857, 1), (0.695695421367156, 1), (0.4818960929907672, 1), (0.6908523483193404, 1), (0.0, 1), (0.6908523483193426, 1), (0.4818960929908026, 1), (0.3442236812140693, 1), (0.4818960929907895, 1), (0.4818960929907642, 1), (0.7177448892741628, 1), (0.07036416898476827, 1), (0.6908523483193519, 1), (0.48189609299078184, 1), (0.12362291132666936, 1), (0.33590245587481227, 1), (0.40201785695203296, 1), (0.3359024558748094, 1), (0.07985113248909026, 1), (0.40201785695192815, 1)]",L-Homoserine
