,F_value,pvalue,value_counts
sol,21.587264395614206,7.306986283770234e-06,"[(-161.7743649880147, 2), (-1679.8868644872248, 1), (-161.87178585174357, 1), (-1679.8832256636226, 1), (-1679.6892818782594, 1), (-161.7702893870279, 1), (-287.4598453978444, 1), (-1679.7228748422058, 1), (-1679.7238180568165, 1), (-1680.1562323975859, 1), (-161.7932979777237, 1), (-162.01864188342455, 1), (-161.8351869854393, 1), (-1679.937185852004, 1), (-1679.8779289192755, 1), (-161.8314729313911, 1), (-1679.6348515688333, 1), (-162.60064593739432, 1), (-1679.6867245963442, 1), (-1679.6819766923277, 1), (-1679.8841324334996, 1), (-1679.627552165759, 1), (-161.78795348643055, 1), (-1679.6274511479069, 1), (-161.87211477680611, 1), (-1679.8850265333638, 1), (-1805.0493229049698, 1), (-1679.4655743593532, 1), (-161.45339212229652, 1), (-161.83016123974144, 1), (-161.7300054310395, 1), (-1679.879639139454, 1), (-286.3132557809654, 1), (-161.7734362106711, 1), (-1679.8985520260997, 1), (-161.73811005249448, 1), (-161.8781817884651, 1), (-1679.7415862748185, 1), (-734.8459208704211, 1), (-161.49766466666452, 1), (-1679.564133976104, 1), (-161.83622433826577, 1), (-161.1784279473949, 1), (-162.26161930634825, 1), (-405.8207140646898, 1), (-161.74558757453116, 1), (-1679.6301356397678, 1), (-161.79197328440978, 1), (-1679.5432365851386, 1), (-1679.7430052855739, 1), (-161.4767976168722, 1), (-405.83548024656733, 1), (-161.17857553448937, 1), (-162.0631809915558, 1), (-985.3613378760098, 1), (-633.9819043858431, 1), (-161.28157449893743, 1), (-161.77436494878526, 1), (-161.793297977725, 1), (-1679.5432365851584, 1), (-1679.882773210722, 1), (-1679.8818351783211, 1), (-1679.5665430680585, 1), (-161.78975364853784, 1), (-162.5717997509554, 1), (-1679.898544675407, 1), (-161.83378998648467, 1), (-735.6155750145311, 1), (-1680.6763566227232, 1), (-161.4533130992419, 1), (-1680.1665981394765, 1), (-161.3202826860811, 1), (-161.86771061534864, 1), (-1679.3045124519638, 1), (-162.0657626742361, 1), (-161.42964404817508, 1), (-1680.1713382417013, 1), (-986.2275206293981, 1), (-161.18420826937097, 1), (-1680.1280467228614, 1), (-161.520894465564, 1), (-1679.8985446754057, 1), (-162.5806365528213, 1), (-161.5209734886185, 1), (-161.8690034359306, 1), (-162.35560923349271, 1), (-1680.0801196120563, 1), (-986.4936038370206, 1), (-1679.5586608273852, 1), (-161.83957905696775, 1), (-161.81640206751825, 1), (-161.4307527614831, 1), (-161.8812606442864, 1), (-161.77787982713414, 1), (-735.6240061688611, 1), (-1805.054216599273, 1), (-1679.626152438048, 1), (-1804.4204926654677, 1), (-161.985799386831, 1), (-161.7765903850219, 1), (-287.2488850752169, 1), (-162.055808355936, 1), (-1679.5438004165658, 1), (-161.3244329389204, 1), (-162.06261323878817, 1), (-1679.5436762730174, 1), (-735.6077117283654, 1), (-1679.959198950507, 1), (-161.53806292620592, 1), (-161.61313579249446, 1), (-162.06625372879265, 1), (-1679.4328666193883, 1), (-162.04814123364605, 1), (-1679.839094806482, 1), (-161.38416307673782, 1), (-1679.8863597222237, 1), (-162.06490127146304, 1), (-1679.9768768354825, 1), (-161.63114565377623, 1), (-162.25461550225353, 1), (-161.77514249620373, 1), (-161.77437233870717, 1), (-2503.466568287285, 1), (-1679.883299593585, 1), (-162.06051093425566, 1), (-162.06232884833068, 1), (-161.82945629829288, 1), (-161.44946965811616, 1), (-1679.5400805064396, 1), (-162.05357629306505, 1), (-1679.9045080221538, 1), (-161.7932979777233, 1), (-162.06125949912902, 1), (-161.5032803653239, 1), (-161.17359475941188, 1), (-1679.901375855268, 1), (-161.63468343661214, 1), (-1679.6288937909278, 1), (-161.87904816699523, 1), (-735.6409555807354, 1), (-1679.9022093239778, 1), (-1679.6170408755172, 1), (-1679.687547126422, 1), (-1680.1634305678176, 1), (-1679.6311560504334, 1), (-162.60933489132552, 1), (-161.8635455841163, 1), (-161.88168770056654, 1), (-985.3358288224828, 1), (-1679.6274418928474, 1), (-162.56958053370536, 1), (-1923.775759203807, 1)]"
