,sol
1448803_3,-1.2067417744893574
1418256_3,-1.3753670939995868
1324223_3,27.140470476605916
1447451_3,-1.3149272915260142
1421997_3,-0.9989651212144062
1448632_3,-1.070047960768985
1423498_3,26.431691618991124
1427227_3,-563481.0983166106
1427257_3,27.728640542553414
1447472_3,-2.9000001088253367
1354138_3,-563480.9693713061
1408906_4,27.600094763069883
1423552_3,-3.524250280256848
1427235_3,-2.8867255767293405
1408913_4,-1.8347136557605435
1423522_3,-1.0376624870110156
1455264_3,-1.199261030128761
1448609_3,28.101368393270604
1447460_3,-1.294098309747714
1422079_3,-1.030570705575892
1422049_3,28.020496085845235
1438834_3,27.184129290652077
1423480_3,-0.9927763845471402
1423437_3,26.20806387265764
1324226_3,-2.325738549745936
1423562_3,-2.9344180303372993
1408923_4,27.06392170648338
1421934_3,-3.1716739382100108
1447520_3,27.70897393019979
1447501_3,-3.314270035570647
1427299_3,-2.910905665486977
1423536_3,-1.1889273806403426
1354132_3,-2.570357227044034
1324264_3,-1.0951363017239302
1447492_3,-2.8367105680007394
1295726_3,-2.343675754655531
1447448_3,27.987124077561937
1397856_3,28.014372105282213
1402590_3,-87.93331466177325
1397916_3,-1.172397136074048
1408935_4,-1.2556362768802989
1408905_4,-1.8529624364159358
1422026_3,-1.323502314420464
1448498_3,27.534578066102576
1448399_3,-851.0696745099333
1422084_3,-1.879908579257474
1448482_3,-0.9978428158139718
1448737_3,-2.906851108451183
1421952_3,25.792857542375586
1295774_3,-1.2990529698447415
1240677_3,-3.3374384620783673
1448530_3,-1.600353325744568
1447509_3,-2.903990476984082
1421924_3,-2.6935136975613765
1402591_3,-563480.9720871228
1354119_3,-3103.678060112497
1423519_3,-550.6558596774063
1354149_3,-2.758300659337799
1423548_3,26.232942122602616
1447525_3,-2.863478358215395
1427243_3,28.175144075336128
1400898_3,-2.3975280823237863
1423474_3,-1.637744263237468
1397923_3,-2.6710278165834755
1447447_3,-2.4642669260868204
1448644_3,-2.296619743896881
1455295_3,-2.870159698233149
1408974_4,26.707977567585377
1773_372,-530.3809493031763
1423574_3,-1.758140936937207
1397896_3,-1.3087316657355448
1438871_3,-1.6910159243217704
1354133_3,26.71789524591439
1324292_3,-1.3504607725059552
1423484_3,-1.9163336590056912
1408918_4,-1.6372163276786162
1423456_3,-2.6045202471901967
1773_267,-3.7070092162598365
1448459_3,-2663.831891122552
1421999_3,-1.2905259110446026
1448785_3,-1.189832807648621
1447452_3,-2.2922417649830513
1447457_3,-2.8668030790361936
1448783_3,-2.3694822255060677
1448428_3,-1.0682651703150474
1354137_3,-1.6153350094596441
1279039_3,-3.3230072392805368
1423532_3,-2.272603555128379
1421940_3,-2.913174978317288
1448827_3,-2664.0108468137673
1455287_3,-3.20273611557388
1773_346,-3.703623898850834
1448761_3,-1.0068214064737333
1324219_3,-3.1784238373756097
1448733_3,-3.449270174345562
1427264_3,-2.8980146217494753
1421998_3,-2.286958191829887
1448739_3,-529.0455935440231
1423533_3,-2.30733408702708
1397867_3,-1.2210248786379707
1200348_3,-2663.9144938376753
1400871_3,-3.1958465388538486
1422037_3,27.680416395909845
1402600_3,-2.9683675271765324
1448667_3,-1.2588023128039554
1324297_3,27.799214453739815
1427203_3,-853.1691433507916
1262529_3,-2.316831473121583
1422083_3,-1.5326550237528414
1773_276,-3.58877999208746
1448484_3,-1.9089351135756543
1773_298,-90.53701822621606
1427192_3,-4.54055724304507
1448635_3,-2.026448083069323
1421996_3,-1.8630933071327798
1773_327,-3.0268931138539754
1423440_3,-2.7419052213451214
1427330_3,-3.345938665291038
1354121_3,-2.395654998005732
1438849_3,-1.6180924386743492
1423453_3,-2.881840171489897
1773_266,25.646132772724425
1421942_3,-1.3711510570764407
1448395_3,-2.3703494522394255
1417028_3,-2.0265096804800233
1427219_3,-1.1912771309111096
1423503_3,-2.8670062565569787
1397879_3,-2633.713113098569
1266446_3,-2.300244850502652
1448707_3,28.34447301914154
1417010_3,-2.9979870688746635
1448537_3,-1.6889642114758734
1397904_3,-3.5363625793698206
1427325_3,-1.9132290093353568
1448580_3,28.173542958929055
1402598_3,-3.2572724461585247
1423563_3,-1.185938214943382
1448812_3,-1.776097845988818
1773_283,-3.3576979834826366
1400909_3,26.390020557427636
1423526_3,25.845741002463217
1448702_3,-821.5756156044633
1324259_3,28.368966311135758
1427236_3,-2.9126886654247586
1448452_3,-2.003303116348215
1448767_3,-88.64395479822134
1306414_3,-1.3488529878780091
1455291_3,-1.2089971071173717
1400888_3,-2.66478969872505
1448606_3,-1.3053393480725946
1417017_3,-3.3578306160162956
1324250_3,-1.1886086217066512
1447480_3,27.99830587278779
1448409_3,-2.25523832177693
1448460_3,28.315618651784185
1448664_3,-2664.7904249435187
1427224_3,-1.7108672655665438
1448836_3,-1.2223159226951896
1448455_3,-1.8504037385989778
